10433,ch_halloween_treat_7,CHALLENGE/NAME_NONE,SEASONAL_EVENT/MAP_AREA_08,1,0,330265,,,,,,,,,
10434,ch_halloween_treat_8,CHALLENGE/NAME_NONE,SEASONAL_EVENT/MAP_AREA_09,1,0,181330,,,,,,,,,
10435,ch_halloween_treat_9,CHALLENGE/NAME_NONE,SEASONAL_EVENT/MAP_AREA_10,1,0,181333,,,,,,,,,
10436,ch_halloween_treat_10,CHALLENGE/NAME_NONE,SEASONAL_EVENT/MAP_AREA_11,1,0,875,,,,,,,,,
10437,ch_halloween_treat_11,CHALLENGE/NAME_NONE,SEASONAL_EVENT/MAP_AREA_12,1,0,181331,,,,,,,,,
10438,ch_halloween_treat_12,CHALLENGE/NAME_NONE,SEASONAL_EVENT/MAP_AREA_13,1,0,190566,,,,,,,,,
10439,ch_halloween_treat_13,CHALLENGE/NAME_NONE,SEASONAL_EVENT/MAP_AREA_14,1,0,190563,,,,,,,,,
10440,ch_halloween_treat_14,CHALLENGE/NAME_NONE,SEASONAL_EVENT/MAP_AREA_15,1,0,80379,,,,,,,,,
10441,ch_halloween_treat_15,CHALLENGE/NAME_NONE,SEASONAL_EVENT/MAP_AREA_16,1,0,190569,,,,,,,,,
10442,ch_halloween_treat_16,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SPLASH_EVENT_COMPLETE,1,0,972,,,,,,,,,
10443,ch_halloween_treat_17,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,1,0,80297,,,,,,,,,
9154,ch_br_geiger_contract,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,1,0,,,,,,1,1,0,,
11426,ch_rebirth_early,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,1,0,26241277,,,,,,,,,
11427,ch_rebirth_gift,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,1,0,25348801,,,,,,,,,
11428,ch_rebirth_0,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,20,0,28156141,,,,min,,,,,
11429,ch_rebirth_1,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,30,0,18993182,,,,,,,,,
11430,ch_rebirth_2,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,30,0,29789389,,,,,,,,,
11431,ch_rebirth_3,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,100,0,23527470,,,,,,,,,
11432,ch_rebirth_4,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,200,0,24953642,,,,,,,,,
11433,ch_rebirth_5,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,20,0,25202680,,,,,,,,,
11434,ch_rebirth_6,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,5,0,20041836,,,,,,,,,
11435,ch_rebirth_7,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,30,0,21739485,,,,,,,,,
11436,ch_rebirth_8,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,30,0,25430156,,,,,,,,,
11437,ch_rebirth_9,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,2,0,24579456,,,,,,,,,
11438,ch_rebirth_10,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,1,0,29304927,,,,,,,,,
11439,ch_rebirth_11,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,50,0,24901708,,,,,,,,,
11440,ch_rebirth_12,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,15,0,22514585,,,,,,,,,
11441,ch_rebirth_13,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,30,0,20276932,,,,,,,,,
11442,ch_rebirth_14,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,1,0,31835022,,,,,,,,,
11443,ch_rebirth_15,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,100,0,31201964,,,,,,,,,
11444,ch_rebirth_complete,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,1,0,27934085,,,,,,,,,
11454,ch_rebirth_ee,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,1,0,22111316,,,,,,,,,
75983237991428686,t9_ch_global_t9_wz_zm_critical_kills_for_event,SEASONAL_EVENT/WZ_ZM_CRITICAL_KILLS,SEASONAL_EVENT/WZ_ZM_CRITICAL_KILLS_DESC,10,0,29332656,,,,,,,,,
117134210703012765,t9_ch_global_t9_wz_zm_eliminations_for_event,SEASONAL_EVENT/WZ_ZM_ELIMINATIONS,SEASONAL_EVENT/WZ_ZM_ELIMINATIONS_DESC,20,0,19957062,,,,,,,,,
140541504083660808,t9_ch_global_t9_wz_zm_lethal_equipment_kills_for_event,SEASONAL_EVENT/WZ_ZM_LETHAL_EQUIPMENT_KILLS,SEASONAL_EVENT/WZ_ZM_LETHAL_EQUIPMENT_KILLS_DESC,8,0,31258193,,,,,,,,,
74991450044412113,t9_ch_global_t9_wz_zm_vehicle_eliminations_for_event,SEASONAL_EVENT/WZ_ZM_VEHICLE_ELIMINATIONS,SEASONAL_EVENT/WZ_ZM_VEHICLE_ELIMINATIONS_DESC,3,0,18207257,,,,,,,,,
74591865973875599,t9_ch_global_t9_wz_zm_eliminations_per_game_for_event,SEASONAL_EVENT/WZ_ZM_ELIMINATIONS_PER_GAME,SEASONAL_EVENT/WZ_ZM_ELIMINATIONS_PER_GAME_DESC,3,0,25036104,,,,,,,,,
97731261112318843,t9_ch_global_t9_wz_zm_shotgun_eliminations_for_event,SEASONAL_EVENT/WZ_ZM_SHOTGUN_ELIMINATIONS,SEASONAL_EVENT/WZ_ZM_SHOTGUN_ELIMINATIONS_DESC,8,0,20418616,,,,,,,,,
99462782314883129,t9_ch_global_t9_wz_zm_multikills_for_event,SEASONAL_EVENT/WZ_ZM_MULTIKILLS,SEASONAL_EVENT/WZ_ZM_MULTIKILLS_DESC,2,0,33345076,,,,,,,,,
102204437053727868,t9_ch_global_t9_wz_zm_pistol_eliminations_for_event,SEASONAL_EVENT/WZ_ZM_PISTOL_ELIMINATIONS,SEASONAL_EVENT/WZ_ZM_PISTOL_ELIMINATIONS_DESC,8,0,19480017,,,,,,,,,
90192267695612935,t9_ch_global_t9_wz_zm_eliminations_before_circle_for_event,SEASONAL_EVENT/WZ_ZM_ELIMINATIONS_BEFORE_CIRCLE,SEASONAL_EVENT/WZ_ZM_ELIMINATIONS_BEFORE_CIRCLE_DESC,8,0,32203563,,,,,,,,,
112475432448275944,t9_ch_global_t9_wz_zm_event_mastery,SEASONAL_EVENT/WZ_ZM_EVENT_MASTERY,SEASONAL_EVENT/WZ_ZM_EVENT_MASTERY_DESC,9,0,28975511,,,,,,,,,
98604439729451222,t9_ch_global_zm_sr_exfil_for_event,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_EXFILS_DESC,3,0,20317983,,,,,,,,,
139972791120478243,t9_ch_global_zm_sr_normal_eliminations_for_event,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_NORMAL_ELIMINATIONS_DESC,250,0,26200323,,,,,,,,,
139171720061382385,t9_ch_global_zm_sr_elite_eliminations_for_event,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_ELITE_ELIMINATIONS_DESC,10,0,23529540,,,,,,,,,
133705507841090853,t9_ch_global_zm_sr_chests_opened_for_event,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_CHESTS_OPENED_DESC,25,0,30170790,,,,,,,,,
112184019781137715,t9_ch_global_zm_sr_world_events_completed_for_event,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_WORLD_EVENTS_COMPLETED_DESC,3,0,24068519,,,,,,,,,
99990369741158710,t9_ch_global_zm_sr_warps_for_event,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_WARPS_DESC,10,0,27228166,,,,,,,,,
73390492515264244,t9_ch_global_zm_sr_special_eliminations_for_event,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_SPECIAL_ELIMINATIONS_DESC,3,0,23798500,,,,,,,,,
102838512840777965,t9_ch_global_zm_sr_vehicle_eliminations_for_event,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_VEHICLE_ELIMINATIONS_DESC,100,0,25412827,,,,,,,,,
141963666201781001,t9_ch_global_zm_sr_objectives_completed_for_event,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_OBJECTIVES_COMPLETED_DESC,10,0,18262163,,,,,,,,,
73372459128399524,t9_ch_global_zm_sr_event_mastery,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_EVENT_MASTERY_DESC,9,0,19967070,,,,,,,,,
9174,ev_dov_completed,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,1,0,26666086,,,,,1,0,0,,
