340037,testing_early_deluxe,durable,3000,,aef9e608-48d0-4dc7-9313-38206b70d00e,,,LUA_MENU/OPERATOR_ENHANCED_EDITION,mw_store_billboard_upgrade_operator_enhanced,0,1,202,30271,170,170135,30272,149,170134,30270,93,170136,99,192,20009,20021,20000,,
340038,bnet_enhanced_ed_cnsm2,consumable,3000,,,51736,,,,,,,,,,,,,,,,,,,,,,
340039,cdl_atlanta,durable,,MWCL01,4e335039-3948-3054-c051-475842506100,51936,,MENU/BUNDLE_NAME_CDL_ATLANTA_FAZE,mw_store_title_cdl_atlanta_faze,,1,370014,30296,30297,40036,270106,80068,330152,170815,180600,190461,20002,20029,,,,,
340040,cdl_chicago,durable,,MWCL02,37394e39-544b-3052-c051-524437515700,51937,,MENU/BUNDLE_NAME_CDL_CHICAGO_HUNTSMEN,mw_store_title_cdl_chicago_huntsmen,,1,370015,30300,30301,40037,270107,80245,330195,170816,180601,190462,20002,20029,,,,,
340041,cdl_dallas,durable,,MWCL03,4a5a4d39-435a-3038-c04d-383444423e00,51938,,MENU/BUNDLE_NAME_CDL_DALLAS_EMPIRE,mw_store_title_cdl_dallas_empire,,1,370016,30294,30295,40038,270108,80246,330194,170817,180602,190463,20002,20029,,,,,
340042,cdl_florida,durable,,MWCL04,31564d39-425a-3046-c04e-505843567e00,51956,,MENU/BUNDLE_NAME_CDL_FLORIDA_MUTINEERS,mw_store_title_cdl_florida_mutineers,,1,370017,30304,30305,40039,270109,80069,330153,170818,180603,190464,20002,20029,,,,,
340043,cdl_london,durable,,MWCL05,4e475039-4233-3036-c052-375043513600,51939,,MENU/BUNDLE_NAME_CDL_LONDON_RAVENS,mw_store_title_cdl_london_ravens,,1,370018,30310,30311,40042,270111,80070,330154,170821,180606,190467,20002,20029,,,,,
340044,cdl_la_guerrillas,durable,,MWCL06,58375039-5830-3048-c043-464b39352a00,51940,,MENU/BUNDLE_NAME_CDL_LA_GUERILLAS,mw_store_title_cdl_la_guerillas,,1,370019,30298,30299,40040,270110,80071,330155,170819,180604,190465,20002,20029,,,,,
340045,cdl_minnesota,durable,,MWCL07,34574d39-5039-3044-c04b-4a4a31433100,51941,,MENU/BUNDLE_NAME_CDL_MINNESOTA_ROKKR,mw_store_title_cdl_minnesota_rokkr,,1,370020,30308,30309,40043,270112,80072,330156,170822,180607,190468,20002,20029,,,,,
340046,cdl_new_york,durable,,MWCL08,4e564e39-4242-3046-c052-4c3453486200,51942,,MENU/BUNDLE_NAME_CDL_NEWYORK_SUBLINERS,mw_store_title_cdl_newyork_subliners,,1,370021,30312,30313,40044,270113,80073,330157,170823,180608,190469,20002,20029,,,,,
340047,cdl_la_optic,durable,,MWCL09,44574d39-5650-304d-c037-4b5453579400,51943,,MENU/BUNDLE_NAME_CDL_LA_OPTIC_GAMING,mw_store_title_cdl_la_og,,1,370022,30306,30307,40045,270114,80074,330158,170820,180605,190466,20002,20029,,,,,
340048,cdl_paris,durable,,MWCL10,54324e39-4b39-3044-c044-384b32461400,51944,,MENU/BUNDLE_NAME_CDL_PARIS_LEGION,mw_store_title_cdl_paris_legion,,1,370023,30302,30303,40046,270115,80075,330159,170824,180609,190470,20002,20029,,,,,
340049,cdl_seattle,durable,,MWCL11,30514e39-5644-3051-c054-575a44437f00,51945,,MENU/BUNDLE_NAME_CDL_SEATTLE_SURGE,mw_store_title_cdl_seattle_surge,,1,370024,30314,30315,40047,270116,80247,330196,170825,180610,190471,20002,20029,,,,,
340050,cdl_toronto,durable,,MWCL12,50395039-4430-3058-c04c-4e53355a5a00,51946,,MENU/BUNDLE_NAME_CDL_TORONTO_ULTRA,mw_store_title_cdl_toronto_ultra,,1,370025,30316,30317,40048,270117,80076,330160,170826,180611,190472,20002,20029,,,,,
340051,head_start_1,durable,,MWPS01,31425039-5239-3048-c036-4a304b30fa00,53156,,LUA_MENU/HEAD_START_01,mw_store_billboard_upgrade_standard,,1,370027,30342,171,40028,80210,170251,200038,20023,,,,,,,,,
340052,franchise_mw2r,durable,,MW2R01,334e5039-3158-3034-c034-515642533700,52662,,LUA_MENU/MW2R,mw_store_billboard_ghost_pack_oil_rig,,1,370026,30392,499,543,80250,220054,300153,170924,180340,430003,20015,,,,,,
340053,head_start_2,durable,,MWPS02,38564e39-3739-3031-c056-474336531f00,53157,,LUA_MENU/HEAD_START_02,mw_store_billboard_upgrade_standard,,1,370028,30394,545,456,541,80251,170984,190481,200039,20000,,,,,,,
340054,code_defender_2,durable,,MWCDE2,53444e39-334c-3047-c054-573432302500,53158,,LUA_MENU/CODE_PACK_2,mw_store_billboard_code_pack_ii,,1,370029,30435,696,40083,80319,171009,171010,180791,180792,190483,270119,,,,,,
340055,head_start_3,durable,,MWPS03,53485039-4b37-3038-c053-535143374f00,,,LUA_MENU/HEAD_START_03,mw_store_billboard_upgrade_standard,,1,706,40082,80142,171012,180794,200038,30436,20028,,,,,,,,,
340056,starter_pack,durable,500,MWSP04,424d4e39-5630-3030-c033-34384439e800,,,LUA_MENU/STARTER_PACK,mw_store_billboard_upgrade_standard,,1,30223,342,170472,180567,200045,200039,20024,,,,,,,,,,
340057,zeus_pre_order_items,durable,,MWCW01,52564e39-3333-3057-c048-323150573e00,53476,,MENU/BUNDLE_NAME_BOCW_STANDARD,mw_store_billboard_bocw_standard,,1,559,30535,20042,300380,220115,,,,,,,,,,,,
340058,zeus_ultimate_edition_loyalty_items,durable,,MWCW02,374b4e39-4756-3044-c048-32474e524b00,53499,,MENU/BUNDLE_NAME_BOCW_ULTIMATE,mw_store_billboard_bocw_ultimate,,1,430005,,,,,,,,,,,,,,,,
340059,cdl_champ,durable,,MWCL13,37465039-3246-3044-c037-345054350600,53666,,MENU/BUNDLE_NAME_CDL_CHAMPS_2020_PACK,mw_store_billboard_cdl_champs_2020_pack,,1,370031,700,610,899,400351,80333,80332,400358,400359,400360,,,,,,,
340060,cdl_collab,durable,,MWCL14,434d4e39-4232-304d-c052-30574e383700,53667,,MENU/BUNDLE_NAME_CDL_TEAM_COLLABORATION_PACK,mw_store_billboard_cdl_team_supporter_pack,,1,370032,400362,400363,400364,,,,,,,,,,,,,
340061,bnet_starter_pack_items,durable,,,,53159,,LUA_MENU/STARTER_PACK,mw_store_billboard_upgrade_standard,,1,370030,30223,342,170472,180567,200045,200039,20024,,,,,,,,,
340062,bnet_starter_pack_consumables,consumable,500,,,53160,,,,,,,,,,,,,,,,,,,,,,
340063,head_start_4,durable,,MWPS04,36485039-3147-3054-c035-483444511900,,,LUA_MENU/HEAD_START_04,mw_store_billboard_upgrade_standard,,1,30504,902,834,80366,171437,181203,200038,20009,,,,,,,,,
340064,zeus_standard_edition_tracking,durable,,,,53519,,,,,,370033,,,,,,,,,,,,,,,,
340065,zeus_ultimate_edition_tracking,durable,,,,53490,,,,,,370034,,,,,,,,,,,,,,,,
340066,head_start_5,durable,,MWPS05,34504e39-3831-3036-c04d-464c4e522900,,,LUA_MENU/HEAD_START_05,mw_store_billboard_upgrade_standard,,1,30564,744,671,80338,171608,181287,330368,200038,20019,,,,,,,,
340067,starter_pack_2,durable,2400,MWSP06,51344e39-5342-3047-c04d-514b33565a00,,,LUA_MENU/STARTER_PACK,mw_store_billboard_upgrade_standard,,1,30142,982,455,171261,181028,200045,200039,20015,,,,,,,,,
340068,bnet_starter_pack_2_items,durable,,,,81985,,LUA_MENU/STARTER_PACK,mw_store_billboard_upgrade_standard,,1,370035,30142,982,455,171261,181028,200045,200039,20015,,,,,,,,
340069,bnet_starter_pack_2_consumables,consumable,2400,,,82161,,,,,,,,,,,,,,,,,,,,,,
340070,200WZCP,consumable,200,WZCP00,474e5039-3737-3051-c044-4d3557504a00,,,LUA_MENU/COD_POINTS,icon_currency_codpoints_large,1,1,,,,,,,,,,,,,,,,,
340071,500WZCP,consumable,500,WZCP01,504c5039-534b-3046-c037-4e4e51356200,,,LUA_MENU/COD_POINTS,icon_currency_codpoints_large,1,1,,,,,,,,,,,,,,,,,
340072,1100WZCP,consumable,1100,WZCP02,43464e39-5737-3058-c04e-3330524e4700,,,LUA_MENU/COD_POINTS,icon_currency_codpoints_large,1,1,,,,,,,,,,,,,,,,,
340073,2400WZCP,consumable,2400,WZCP03,34564e39-3139-304d-c04e-354347582d00,,,LUA_MENU/COD_POINTS,icon_currency_codpoints_large,1,1,,,,,,,,,,,,,,,,,
340074,5000WZCP,consumable,5000,WZCP04,36584e39-4750-3031-c037-563050301a00,,,LUA_MENU/COD_POINTS,icon_currency_codpoints_large,1,1,,,,,,,,,,,,,,,,,
340075,9500WZCP,consumable,9500,WZCP05,38465039-464c-3058-c04c-395a54315500,,,LUA_MENU/COD_POINTS,icon_currency_codpoints_large,1,1,,,,,,,,,,,,,,,,,
340076,13000WZCP,consumable,13000,WZCP06,39355039-4b35-3052-c056-535658436300,,,LUA_MENU/COD_POINTS,icon_currency_codpoints_large,1,1,,,,,,,,,,,,,,,,,
22137963,ps4_code_pack,durable,,MWCDE3,,,,LUA_MENU/CODE_PACK_ZEUS,ui_icon_mtx_billboards_code,,1,22137963,17786861,28983064,32416334,21345730,26530932,29649410,32109261,,,,,,,,,
33040793,xb1_code_pack,durable,,,584b4e39-4751-3044-c053-515648549c00,,,LUA_MENU/CODE_PACK_ZEUS,ui_icon_mtx_billboards_code,,1,33041793,24828452,28981302,23810555,18530995,31986648,24196125,32109261,,,,,,,,,
18517304,bnet_code_pack,durable,,,,92376,,LUA_MENU/CODE_PACK_ZEUS,ui_icon_mtx_billboards_code,,1,28772422,30130266,27472101,19781523,24700545,21650642,19227673,32109261,,,,,,,,,
24954836,sony_psplus_season_01,durable,,CWPS01,,,,LUA_MENU/CW_HEAD_START_PACK,ui_icon_mtx_billboards_bundle_s1_combat_pack,,1,24954836,20890744,31903278,27757703,20193007,19146269,30538278,32109261,,,,,,,,,
29575293,sony_cdl_launch_pack,durable,,CWCL01,,,,LUA_MENU/CW_CDL_LAUNCH_PACK,ui_icon_mtx_billboards_cdl_launch_pack,,1,29575293,22058230,19336709,32802535,28317685,28628411,32751911,28456538,26455133,31710701,19210272,22055946,26295881,,,,
31056508,msft_cdl_launch_pack,durable,,,38445039-5a52-3038-c057-444a50446200,,,LUA_MENU/CW_CDL_LAUNCH_PACK,ui_icon_mtx_billboards_cdl_launch_pack,,1,31057508,25992726,29200544,23495515,22701968,29552405,32406842,18304062,28134647,19933808,26292386,20593200,21677239,,,,
29023537,bnet_cdl_launch_pack,durable,,,,92400,,LUA_MENU/CW_CDL_LAUNCH_PACK,ui_icon_mtx_billboards_cdl_launch_pack,,1,23816285,28928125,23111101,20870062,30643770,24463532,23813087,32609295,26745302,19558184,23667684,29198511,23965999,,,,
22462888,sony_starter_pack_season_01,durable,,CWSP01,,,,LUA_MENU/CW_STARTER_PACK_SEASON_01,ui_icon_mtx_billboards_bundle_s1_starter_pack,,1,22462888,22575156,31112941,27373267,31253744,24268214,24268214,,,,,,,,,,
22555658,msft_starter_pack_season_01,durable,,,43505039-4731-3056-c039-504c5a4d6600,,,LUA_MENU/CW_STARTER_PACK_SEASON_01,ui_icon_mtx_billboards_bundle_s1_starter_pack,,1,22556658,18010526,31112941,26098330,29415653,24268214,24268214,,,,,,,,,,
28724044,bnet_starter_pack_season_01,durable,,,,92399,,LUA_MENU/CW_STARTER_PACK_SEASON_01,ui_icon_mtx_billboards_bundle_s1_starter_pack,,1,22989347,23209643,31112941,32192954,27297102,24268214,24268214,,,,,,,,,,
33294040,cdl_team_pack_01_empire_ms,durable,,,38335039-464a-3031-c048-37523130e700,,,,ui_icon_mtx_billboards_cdl_team_pack_01_empire,,1,33295040,26656962,31358670,27072668,24054907,21729769,24588529,23569542,22609983,24630409,26436193,,,,,,
24538329,cdl_team_pack_01_empire_pc,durable,,,,106084,,,ui_icon_mtx_billboards_cdl_team_pack_01_empire,,1,19873800,19591254,31358670,20792348,24054907,22027250,31974315,30840446,31905352,29887018,28956620,,,,,,
26864110,cdl_team_pack_01_empire_sy,durable,,CWCL04,,,,,ui_icon_mtx_billboards_cdl_team_pack_01_empire,,1,26864110,25867796,31358670,19019428,24054907,31668001,29540652,29776376,28253902,20950111,28942264,,,,,,
20520617,cdl_team_pack_01_faze_ms,durable,,,30305039-5a53-3036-c05a-543033482500,,,,ui_icon_mtx_billboards_cdl_team_pack_01_faze,,1,20521617,25836728,31358670,32611719,24054907,28306494,26251521,24400570,29363375,31526758,24920497,,,,,,
23782197,cdl_team_pack_01_faze_pc,durable,,,,106082,,,ui_icon_mtx_billboards_cdl_team_pack_01_faze,,1,18496760,18357362,31358670,18034875,24054907,19858417,29716901,30221758,30347761,32357127,32208771,,,,,,
26968908,cdl_team_pack_01_faze_sy,durable,,CWCL02,,,,,ui_icon_mtx_billboards_cdl_team_pack_01_faze,,1,26968908,22004741,31358670,24676474,24054907,18170135,33523498,23286168,20305601,26944688,26608401,,,,,,
20734343,cdl_team_pack_01_guerrillas_ms,durable,,,57564d39-4239-3035-c054-333930300300,,,,ui_icon_mtx_billboards_cdl_team_pack_01_guerrillas,,1,20735343,24903093,31358670,28589223,24054907,18895448,30349034,19848657,22515993,31997677,29817937,,,,,,
33483042,cdl_team_pack_01_guerrillas_pc,durable,,,,106093,,,ui_icon_mtx_billboards_cdl_team_pack_01_guerrillas,,1,31098779,33233172,31358670,27618398,24054907,19904677,29186802,29759317,19387942,21207496,25911851,,,,,,
18549853,cdl_team_pack_01_guerrillas_sy,durable,,CWCL07,,,,,ui_icon_mtx_billboards_cdl_team_pack_01_guerrillas,,1,18549853,21241594,31358670,26147011,24054907,19479017,24308172,28779960,31589857,32003094,26766417,,,,,,
23131804,cdl_team_pack_01_legion_ms,durable,,,36385039-3158-304e-c054-4d50424b4c00,,,,ui_icon_mtx_billboards_cdl_team_pack_01_legion,,1,23132804,23792532,31358670,22089556,24054907,22053990,26221620,25338871,20598608,22377362,25279261,,,,,,
27755808,cdl_team_pack_01_legion_pc,durable,,,,106831,,,ui_icon_mtx_billboards_cdl_team_pack_01_legion,,1,19575160,27334418,31358670,26770098,24054907,19046539,31146388,24608269,25255401,23402544,27610303,,,,,,
32413273,cdl_team_pack_01_legion_sy,durable,,CWCL11,,,,,ui_icon_mtx_billboards_cdl_team_pack_01_legion,,1,32413273,32104918,31358670,27667698,24054907,31631406,23417187,32272072,23697311,21830962,17974712,,,,,,
22841164,cdl_team_pack_01_mutineers_ms,durable,,,34434e39-4b51-3047-c035-433336511300,,,,ui_icon_mtx_billboards_cdl_team_pack_01_mutineers,,1,22842164,30639018,31358670,24944838,24054907,27271576,29871142,28783540,33348711,22297622,22357084,,,,,,
28615547,cdl_team_pack_01_mutineers_pc,durable,,,,106086,,,ui_icon_mtx_billboards_cdl_team_pack_01_mutineers,,1,29934320,33388877,31358670,19022551,24054907,18020424,20263683,28175566,27189511,21961857,33208387,,,,,,
29751189,cdl_team_pack_01_mutineers_sy,durable,,CWCL05,,,,,ui_icon_mtx_billboards_cdl_team_pack_01_mutineers,,1,29751189,25509314,31358670,25338587,24054907,32585370,22424151,18796771,26807710,32427475,29953719,,,,,,
31653965,cdl_team_pack_01_optic_ms,durable,,,43364e39-4e53-304e-c05a-445154467800,,,,ui_icon_mtx_billboards_cdl_team_pack_01_optic,,1,31654965,32250063,31358670,28965786,24054907,27203750,18589250,23926815,30738563,20808590,33422458,,,,,,
26379189,cdl_team_pack_01_optic_pc,durable,,,,106083,,,ui_icon_mtx_billboards_cdl_team_pack_01_optic,,1,23839731,22304014,31358670,23556490,24054907,26664860,29202187,19784172,19492948,32472424,22259499,,,,,,
25515147,cdl_team_pack_01_optic_sy,durable,,CWCL03,,,,,ui_icon_mtx_billboards_cdl_team_pack_01_optic,,1,25515147,31301522,31358670,22608306,24054907,29486411,32862933,28899796,23301801,18541852,32556165,,,,,,
20944801,cdl_team_pack_01_ravens_ms,durable,,,374b5039-4d51-3044-c051-5834304c4600,,,,ui_icon_mtx_billboards_cdl_team_pack_01_ravens,,1,20945801,27862202,31358670,29060197,24054907,29747079,24142247,21862477,31454480,30156355,32465941,,,,,,
22918351,cdl_team_pack_01_ravens_pc,durable,,,,106262,,,ui_icon_mtx_billboards_cdl_team_pack_01_ravens,,1,26889271,23256867,31358670,25836513,24054907,29993586,19604387,21480830,23587831,30799348,26099679,,,,,,
29438980,cdl_team_pack_01_ravens_sy,durable,,CWCL06,,,,,ui_icon_mtx_billboards_cdl_team_pack_01_ravens,,1,29438980,31245639,31358670,26772235,24054907,32715246,20844741,22591999,26641647,25234533,19646893,,,,,,
24770322,cdl_team_pack_01_rokkr_ms,durable,,,52514e39-4d57-3035-c04b-5239325a6500,,,,ui_icon_mtx_billboards_cdl_team_pack_01_rokkr,,1,24771322,33169566,31358670,29165225,24054907,33410593,21091705,31109516,18776199,29232502,27007792,,,,,,
24842749,cdl_team_pack_01_rokkr_pc,durable,,,,106094,,,ui_icon_mtx_billboards_cdl_team_pack_01_rokkr,,1,22266330,18788902,31358670,33152044,24054907,28726131,24793842,22161940,23437831,29687343,30528144,,,,,,
22975174,cdl_team_pack_01_rokkr_sy,durable,,CWCL08,,,,,ui_icon_mtx_billboards_cdl_team_pack_01_rokkr,,1,22975174,28651303,31358670,31490324,24054907,28853506,33239117,25638331,25842138,28712971,32104620,,,,,,
21553061,cdl_team_pack_01_subliners_ms,durable,,,4d394e39-3743-3058-c04b-51575a4b7700,,,,ui_icon_mtx_billboards_cdl_team_pack_01_subliners,,1,21554061,27658974,31358670,18795617,24054907,21998884,22500779,25905103,29806824,19866135,24865041,,,,,,
17809488,cdl_team_pack_01_subliners_pc,durable,,,,106445,,,ui_icon_mtx_billboards_cdl_team_pack_01_subliners,,1,22923457,24326636,31358670,27845405,24054907,32354970,27341887,32771120,30034433,22430408,29294841,,,,,,
27989195,cdl_team_pack_01_subliners_sy,durable,,CWCL09,,,,,ui_icon_mtx_billboards_cdl_team_pack_01_subliners,,1,27989195,32605621,31358670,21487989,24054907,29438820,24461991,20291787,33021236,29836010,19875011,,,,,,
20917373,cdl_team_pack_01_surge_ms,durable,,,4b5a4d39-5854-3050-c039-4e5842529a00,,,,ui_icon_mtx_billboards_cdl_team_pack_01_surge,,1,20918373,24013276,31358670,27908772,24054907,25200461,30619869,32695191,24345494,26998442,17862909,,,,,,
20629570,cdl_team_pack_01_surge_pc,durable,,,,107383,,,ui_icon_mtx_billboards_cdl_team_pack_01_surge,,1,31951427,27107525,31358670,27408498,24054907,31134095,27811580,20853543,32128935,29036414,22792752,,,,,,
19650075,cdl_team_pack_01_surge_sy,durable,,CWCL12,,,,,ui_icon_mtx_billboards_cdl_team_pack_01_surge,,1,19650075,20523320,31358670,18849519,24054907,24462674,32956749,25679580,18461201,19765890,27347322,,,,,,
18604408,cdl_team_pack_01_thieves_ms,durable,,,54514e39-3046-3044-c04a-504442565c00,,,,ui_icon_mtx_billboards_cdl_team_pack_01_thieves,,1,18605408,21961740,31358670,33245180,24054907,31585977,19194205,21180718,21240860,22251594,20382310,,,,,,
19668767,cdl_team_pack_01_thieves_pc,durable,,,,106276,,,ui_icon_mtx_billboards_cdl_team_pack_01_thieves,,1,29651893,22330356,31358670,32938451,24054907,23707680,19330386,26434900,30208677,28251480,32224648,,,,,,
21701029,cdl_team_pack_01_thieves_sy,durable,,CWCL10,,,,,ui_icon_mtx_billboards_cdl_team_pack_01_thieves,,1,21701029,28628521,31358670,27154123,24054907,18715919,17819969,22817265,20022894,25441799,28869099,,,,,,
24759309,cdl_team_pack_01_ultra_ms,durable,,,4a394e39-5646-3034-c051-584e4b476300,,,,ui_icon_mtx_billboards_cdl_team_pack_01_ultra,,1,24760309,23447032,31358670,23471711,24054907,32935369,20511203,23063318,27138619,27695142,33197965,,,,,,
25078630,cdl_team_pack_01_ultra_pc,durable,,,,107385,,,ui_icon_mtx_billboards_cdl_team_pack_01_ultra,,1,22033217,27702491,31358670,28493654,24054907,25098491,25300960,21667396,26154111,18483824,21709080,,,,,,
28206738,cdl_team_pack_01_ultra_sy,durable,,CWCL13,,,,,ui_icon_mtx_billboards_cdl_team_pack_01_ultra,,1,28206738,33084835,31358670,18080696,24054907,21918039,18909218,22366700,26993239,25656151,19460973,,,,,,
24754285,sony_psplus_season_02,durable,,CWPS02,,,,LUA_MENU/CW_HEAD_START_PACK_S02,ui_icon_mtx_billboards_sony_psplus_season_02,,1,24754285,19150981,20822559,33188609,30567870,32644406,22963564,21479423,19262075,,,,,,,,
28579750,pro_pack_s02_ms,durable,,,4d345039-5735-3050-c032-4d545a445700,,,T9_STORE_BUNDLES/BUNDLE_2101_TITLE,ui_icon_mtx_billboards_pro_pack_s02,,1,28580750,21322127,30156871,19619258,31056028,26070847,360003,31971979,,,,,,,,,
18711968,pro_pack_s02_pc,durable,,,,107722,,T9_STORE_BUNDLES/BUNDLE_2101_TITLE,ui_icon_mtx_billboards_pro_pack_s02,,1,19027551,32752110,30156871,20595371,23228198,23117292,360003,29066722,,,,,,,,,
28480523,pro_pack_s02_sy,durable,,CWSP02,,,,T9_STORE_BUNDLES/BUNDLE_2101_TITLE,ui_icon_mtx_billboards_pro_pack_s02,,1,28480523,18518025,30156871,19748871,25106874,18049489,360003,18761612,,,,,,,,,
