131804847672067163,t9_ch_global_destroy_aircraft_s1,1,17,CHALLENGES_T9/SEASONAL_MP_DESTROY_AERIAL_VEHICLES_OR_STREAKS,CHALLENGES_T9/SEASONAL_MP_DESTROY_AERIAL_VEHICLES_OR_STREAKS_DESC,160,0,0,15,2500,,,,,,,,,ui_playercard_t9610,
85394967533957196,t9_ch_global_ekia_downed_s1,1,18,CHALLENGES_T9/SEASONAL_MP_DOWNED_ENEMY_ELIMINATIONS,CHALLENGES_T9/SEASONAL_MP_DOWNED_ENEMY_ELIMINATIONS_DESC,170,0,0,25,2500,,,,,,,,,ui_playercard_t9246,
97794208831619712,t9_ch_global_killstreak_5_s1,1,19,CHALLENGES_T9/SEASONAL_MP_5_KILLS_WITHOUT_DYING,CHALLENGES_T9/SEASONAL_MP_5_KILLS_WITHOUT_DYING_DESC,180,0,0,5,1000,10,2500,20,5000,,,,,ui_playercard_t9215,
110924141760258778,t9_ch_global_place_top3_ft_s1,1,20,CHALLENGES_T9/SEASONAL_MP_WZ_OR_FIRETEAM_TOP_3,CHALLENGES_T9/SEASONAL_MP_WZ_OR_FIRETEAM_TOP_3_DESC,190,0,0,1,1000,3,2500,5,5000,,,,,ui_playercard_t9236,
73153894861156191,t9_ch_global_season_mastery_s1,1,21,CHALLENGES_T9/SEASONAL_SEASON_ONE_MASTERY,CHALLENGES_T9/SEASONAL_SEASON_ONE_MASTERY_DESC,0,1,0,20,10000,,,,,,,,,ui_playercard_t9589,
134898082400662736,t9_ch_global_kill_enemy_injuring_teammate_with_sniper_s2,2,1,CHALLENGES_T9/SEASONAL_MP_SNIPER_SAVIOR_KILLS,CHALLENGES_T9/SEASONAL_MP_SNIPER_SAVIOR_KILLS_DESC,1,0,0,10,2500,,,,,,,,,ui_playercard_t9750,
76815924028836150,t9_ch_global_kill_enemy_after_skydiving_s2,2,2,CHALLENGES_T9/SEASONAL_MP_KILLS_AFTER_SKYDIVING,CHALLENGES_T9/SEASONAL_MP_KILLS_AFTER_SKYDIVING_DESC,10,0,0,25,2500,,,,,,,,,ui_playercard_t9751,
109509860411298967,t9_ch_global_kill_enemy_with_picked_up_weapon_s2,2,3,CHALLENGES_T9/SEASONAL_MP_PICKED_UP_WEAPON_KILLS,CHALLENGES_T9/SEASONAL_MP_PICKED_UP_WEAPON_KILLS_DESC,20,0,0,25,1000,50,2000,100,3000,,,,,ui_playercard_t9752,
134793424753517783,t9_ch_global_kills_without_damage_s2,2,4,CHALLENGES_T9/SEASONAL_MP_KILLS_WITHOUT_RECEIVING_DAMAGE,CHALLENGES_T9/SEASONAL_MP_KILLS_WITHOUT_RECEIVING_DAMAGE_DESC,30,0,0,25,1000,50,2500,100,5000,,,,,ui_playercard_t9753,
136008452126694472,t9_ch_global_ekia_lmg_s2,2,5,CHALLENGES_T9/SEASONAL_MP_LMG_ELIMINATIONS,CHALLENGES_T9/SEASONAL_MP_LMG_ELIMINATIONS_DESC,40,0,0,100,1000,200,2000,300,3000,400,4000,500,5000,ui_playercard_t9754,
100334589759792019,t9_ch_global_molotov_kills_s2,2,6,CHALLENGES_T9/SEASONAL_MP_MOLOTOV_KILLS,CHALLENGES_T9/SEASONAL_MP_MOLOTOV_KILLS_DESC,50,0,0,15,2500,,,,,,,,,ui_playercard_t9755,
120286623125557224,t9_ch_global_kill_with_hacked_field_upgrade_s2,2,7,CHALLENGES_T9/SEASONAL_MP_HACKED_EQUIPMENT_OR_FIELD_UPGRADE,CHALLENGES_T9/SEASONAL_MP_HACKED_EQUIPMENT_OR_FIELD_UPGRADE_DESC,60,0,0,1,2500,,,,,,,,,ui_playercard_t9756,
117104152124425290,t9_ch_global_shotgun_point_blank_kills_s2,2,8,CHALLENGES_T9/SEASONAL_MP_SHOTGUN_POINT_BLANK,CHALLENGES_T9/SEASONAL_MP_SHOTGUN_POINT_BLANK_DESC,70,0,0,10,1000,25,2000,50,3000,,,,,ui_playercard_t9757,
99516496239513195,t9_ch_global_killstreaks_purchased_or_acquired_s2,2,9,CHALLENGES_T9/SEASONAL_MP_SCORESTREAKS_OR_KILLSTREAKS_PURCHASED_OR_ACQUIRED,CHALLENGES_T9/SEASONAL_MP_SCORESTREAKS_OR_KILLSTREAKS_PURCHASED_OR_ACQUIRED_DESC,80,0,0,10,1000,25,2500,50,5000,,,,,ui_playercard_t9758,
87321048670116654,t9_ch_global_multikill_smg_s2,2,10,CHALLENGES_T9/SEASONAL_MP_SMG_MULTI_KILLS,CHALLENGES_T9/SEASONAL_MP_SMG_MULTI_KILLS_DESC,90,0,0,10,1000,25,2000,50,3000,75,4000,100,5000,ui_playercard_t9759,
123440806018017547,t9_ch_global_supplypod_kills_s2,2,11,CHALLENGES_T9/SEASONAL_MP_ASSAULT_PACK_MUNITIONS_BOX_KILLS,CHALLENGES_T9/SEASONAL_MP_ASSAULT_PACK_MUNITIONS_BOX_KILLS_DESC,100,0,0,50,2500,,,,,,,,,ui_playercard_t9761,
111146825998415639,t9_ch_global_nightingale_kills_s2,2,12,CHALLENGES_T9/SEASONAL_MP_DECOY_KILLS,CHALLENGES_T9/SEASONAL_MP_DECOY_KILLS_DESC,110,0,0,25,2500,,,,,,,,,ui_playercard_t9762,
110440120274853736,t9_ch_global_land_mine_ground_vehicle_destructions_s2,2,13,CHALLENGES_T9/SEASONAL_MP_PROXIMITY_MINE_VEHICLE_DESTRUCTIONS,CHALLENGES_T9/SEASONAL_MP_PROXIMITY_MINE_VEHICLE_DESTRUCTIONS_DESC,120,0,0,10,2500,,,,,,,,,ui_playercard_t9763,
136439536461933897,t9_ch_global_teargas_kills_s2,2,14,CHALLENGES_T9/SEASONAL_MP_GAS_KILLS_OR_AFFECTED,CHALLENGES_T9/SEASONAL_MP_GAS_KILLS_OR_AFFECTED_DESC,130,0,0,10,1000,25,2000,50,3000,,,,,ui_playercard_t9764,
89960616022112766,t9_ch_global_kill_with_2_weapons_one_life_s2,2,15,CHALLENGES_T9/SEASONAL_MP_2_WEAPONS_IN_A_SINGLE_LIFE,CHALLENGES_T9/SEASONAL_MP_2_WEAPONS_IN_A_SINGLE_LIFE_DESC,140,0,0,25,1000,50,2500,100,5000,,,,,ui_playercard_t9765,
120078162963051709,t9_ch_global_ammo_pickup_scavenger_s2,2,16,CHALLENGES_T9/SEASONAL_MP_SCAVENGER_PERK_AMMO_PICKUP,CHALLENGES_T9/SEASONAL_MP_SCAVENGER_PERK_AMMO_PICKUP_DESC,150,0,0,250,2500,,,,,,,,,ui_playercard_t9766,
96196488054324519,t9_ch_global_hatchet_or_throwing_knife_kills_s2,2,17,CHALLENGES_T9/SEASONAL_MP_TOMAHAWK_OR_THROWING_KNIFE_KILLS,CHALLENGES_T9/SEASONAL_MP_TOMAHAWK_OR_THROWING_KNIFE_KILLS_DESC,160,0,0,10,2500,,,,,,,,,ui_playercard_t9767,
75518956010159063,t9_ch_global_headshots_s2,2,18,CHALLENGES_T9/SEASONAL_MP_HEADSHOT_KILLS,CHALLENGES_T9/SEASONAL_MP_HEADSHOT_KILLS_DESC,170,0,0,25,1000,50,2500,100,5000,,,,,ui_playercard_t9768,
84023176787518547,t9_ch_global_ekia_iron_sights_s2,2,19,CHALLENGES_T9/SEASONAL_MP_NO_OPTIC_ATTACHMENT,CHALLENGES_T9/SEASONAL_MP_NO_OPTIC_ATTACHMENT_DESC,180,0,0,100,1000,200,2500,300,5000,,,,,ui_playercard_t9769,
91681548362480286,t9_ch_global_ground_vehicle_destructions_s2,2,20,CHALLENGES_T9/SEASONAL_MP_GROUND_VEHICLE_DESTRUCTIONS,CHALLENGES_T9/SEASONAL_MP_GROUND_VEHICLE_DESTRUCTIONS_DESC,190,0,0,25,1000,50,2500,75,5000,,,,,ui_playercard_t9770,
131581548256889252,t9_ch_global_season_mastery_s2,2,21,CHALLENGES_T9/SEASONAL_SEASON_TWO_MASTERY,CHALLENGES_T9/SEASONAL_SEASON_TWO_MASTERY_DESC,0,1,0,20,10000,,,,,,,,,ui_playercard_t9760,
