15,sticker_015,,STICKERS/STICKER_015,ui_sticker_015,standard,1,,,0,,STORE_FLAVOR/STICKER_015_FLAVOR,
16,sticker_016,,STICKERS/STICKER_016,ui_sticker_016,standard,1,,,0,,STORE_FLAVOR/STICKER_016_FLAVOR,
17,sticker_017,,STICKERS/STICKER_017,ui_sticker_017,standard,1,,,0,,STORE_FLAVOR/STICKER_017_FLAVOR,
18,sticker_018,,STICKERS/STICKER_018,ui_sticker_018,standard,,,,0,,STORE_FLAVOR/STICKER_018_FLAVOR,
19,sticker_019,,STICKERS/STICKER_019,ui_sticker_019,standard,,,,0,,STORE_FLAVOR/STICKER_019_FLAVOR,
20,sticker_020,,STICKERS/STICKER_020,ui_sticker_020,standard,,,,0,,STORE_FLAVOR/STICKER_020_FLAVOR,
21,sticker_021,,STICKERS/STICKER_021,ui_sticker_021,standard,,,,0,,STORE_FLAVOR/STICKER_021_FLAVOR,
22,sticker_022,,STICKERS/STICKER_022,ui_sticker_022,standard,,,,0,,STORE_FLAVOR/STICKER_022_FLAVOR,
23,sticker_023,,STICKERS/STICKER_023,ui_sticker_023,standard,,,,0,,STORE_FLAVOR/STICKER_023_FLAVOR,
24,sticker_024,,STICKERS/STICKER_024,ui_sticker_024,standard,,,,0,,STORE_FLAVOR/STICKER_024_FLAVOR,
25,sticker_025,,STICKERS/STICKER_025,ui_sticker_025,standard,,,,0,,STORE_FLAVOR/STICKER_025_FLAVOR,
26,sticker_026,,STICKERS/STICKER_026,ui_sticker_026,standard,,,,0,,STORE_FLAVOR/STICKER_026_FLAVOR,
27,sticker_027,,STICKERS/STICKER_027,ui_sticker_027,standard,,,,0,,STORE_FLAVOR/STICKER_027_FLAVOR,
28,sticker_028,,STICKERS/STICKER_028,ui_sticker_028,standard,,,,0,,STORE_FLAVOR/STICKER_028_FLAVOR,
29,sticker_029,,STICKERS/STICKER_029,ui_sticker_029,standard,,,,0,,STORE_FLAVOR/STICKER_029_FLAVOR,
30,sticker_030,,STICKERS/STICKER_030,ui_sticker_030,standard,,,,0,,STORE_FLAVOR/STICKER_030_FLAVOR,
31,sticker_031,,STICKERS/STICKER_031,ui_sticker_031,standard,,,,0,,STORE_FLAVOR/STICKER_031_FLAVOR,
32,sticker_032,,STICKERS/STICKER_032,ui_sticker_032,standard,,,,0,,STORE_FLAVOR/STICKER_032_FLAVOR,
33,sticker_033,,STICKERS/STICKER_033,ui_sticker_033,standard,,,,0,,STORE_FLAVOR/STICKER_033_FLAVOR,
34,sticker_034,,STICKERS/STICKER_034,ui_sticker_034,standard,,,,0,,STORE_FLAVOR/STICKER_034_FLAVOR,
35,sticker_035,,STICKERS/STICKER_035,ui_sticker_035,standard,,,,0,,STORE_FLAVOR/STICKER_035_FLAVOR,
36,sticker_036,,STICKERS/STICKER_036,ui_sticker_036,standard,,,,0,,STORE_FLAVOR/STICKER_036_FLAVOR,
37,sticker_037,,STICKERS/STICKER_037,ui_sticker_037,standard,,,,0,,STORE_FLAVOR/STICKER_037_FLAVOR,
38,sticker_038,,STICKERS/STICKER_038,ui_sticker_038,standard,,,,0,,STORE_FLAVOR/STICKER_038_FLAVOR,
39,sticker_039,,STICKERS/STICKER_039,ui_sticker_039,standard,,,,0,,STORE_FLAVOR/STICKER_039_FLAVOR,
40,sticker_040,,STICKERS/STICKER_040,ui_sticker_040,standard,,,,0,,STORE_FLAVOR/STICKER_040_FLAVOR,
41,sticker_041,,STICKERS/STICKER_041,ui_sticker_041,standard,,,,0,,STORE_FLAVOR/STICKER_041_FLAVOR,
42,sticker_042,,STICKERS/STICKER_042,ui_sticker_042,standard,,,,0,,STORE_FLAVOR/STICKER_042_FLAVOR,
43,sticker_043,,STICKERS/STICKER_043,ui_sticker_043,standard,,,,0,,STORE_FLAVOR/STICKER_043_FLAVOR,
44,sticker_044,,STICKERS/STICKER_044,ui_sticker_044,standard,,,,0,,STORE_FLAVOR/STICKER_044_FLAVOR,
45,sticker_045,,STICKERS/STICKER_045,ui_sticker_045,standard,,,,0,,STORE_FLAVOR/STICKER_045_FLAVOR,
46,sticker_046,,STICKERS/STICKER_046,ui_sticker_046,standard,,,,0,,STORE_FLAVOR/STICKER_046_FLAVOR,
47,sticker_047,,STICKERS/STICKER_047,ui_sticker_047,standard,,,,0,,STORE_FLAVOR/STICKER_047_FLAVOR,
48,sticker_048,,STICKERS/STICKER_048,ui_sticker_048,standard,,,,0,,STORE_FLAVOR/STICKER_048_FLAVOR,
49,sticker_049,,STICKERS/STICKER_049,ui_sticker_049,standard,,,,0,,STORE_FLAVOR/STICKER_049_FLAVOR,
50,sticker_050,,STICKERS/STICKER_050,ui_sticker_050,standard,,,,0,,STORE_FLAVOR/STICKER_050_FLAVOR,
51,sticker_051,,STICKERS/STICKER_051,ui_sticker_051,standard,,,,0,,STORE_FLAVOR/STICKER_051_FLAVOR,
52,sticker_052,,STICKERS/STICKER_052,ui_sticker_052,standard,,,,0,,STORE_FLAVOR/STICKER_052_FLAVOR,
53,sticker_053,,STICKERS/STICKER_053,ui_sticker_053,standard,,,,0,,STORE_FLAVOR/STICKER_053_FLAVOR,
54,sticker_054,,STICKERS/STICKER_054,ui_sticker_054,standard,,,,0,,STORE_FLAVOR/STICKER_054_FLAVOR,
55,sticker_055,,STICKERS/STICKER_055,ui_sticker_055,standard,,,,0,,STORE_FLAVOR/STICKER_055_FLAVOR,
56,sticker_056,,STICKERS/STICKER_056,ui_sticker_056,standard,,,,0,,STORE_FLAVOR/STICKER_056_FLAVOR,
57,sticker_057,,STICKERS/STICKER_057,ui_sticker_057,standard,,,,0,,STORE_FLAVOR/STICKER_057_FLAVOR,
58,sticker_058,,STICKERS/STICKER_058,ui_sticker_058,standard,,,,0,,STORE_FLAVOR/STICKER_058_FLAVOR,
59,sticker_059,,STICKERS/STICKER_059,ui_sticker_059,standard,,,,0,,STORE_FLAVOR/STICKER_059_FLAVOR,
60,sticker_060,,STICKERS/STICKER_060,ui_sticker_060,standard,,,,0,,STORE_FLAVOR/STICKER_060_FLAVOR,
61,sticker_061,,STICKERS/STICKER_061,ui_sticker_061,standard,,,,0,,STORE_FLAVOR/STICKER_061_FLAVOR,
62,sticker_062,,STICKERS/STICKER_062,ui_sticker_062,standard,,,,0,,STORE_FLAVOR/STICKER_062_FLAVOR,
63,sticker_063,,STICKERS/STICKER_063,ui_sticker_063,standard,,,,0,,STORE_FLAVOR/STICKER_063_FLAVOR,
64,sticker_064,,STICKERS/STICKER_064,ui_sticker_064,standard,,,,0,,STORE_FLAVOR/STICKER_064_FLAVOR,
65,sticker_065,,STICKERS/STICKER_065,ui_sticker_065,standard,,,,0,,STORE_FLAVOR/STICKER_065_FLAVOR,
66,sticker_066,,STICKERS/STICKER_066,ui_sticker_066,standard,,,,0,,STORE_FLAVOR/STICKER_066_FLAVOR,
67,sticker_067,,STICKERS/STICKER_067,ui_sticker_067,standard,,,,0,,STORE_FLAVOR/STICKER_067_FLAVOR,
68,sticker_068,,STICKERS/STICKER_068,ui_sticker_068,standard,,,,0,,STORE_FLAVOR/STICKER_068_FLAVOR,
69,sticker_069,,STICKERS/STICKER_069,ui_sticker_069,standard,,,,0,,STORE_FLAVOR/STICKER_069_FLAVOR,
70,sticker_070,,STICKERS/STICKER_070,ui_sticker_070,standard,,,,0,,STORE_FLAVOR/STICKER_070_FLAVOR,
71,sticker_071,,STICKERS/STICKER_071,ui_sticker_071,standard,,,,0,,STORE_FLAVOR/STICKER_071_FLAVOR,
72,sticker_072,,STICKERS/STICKER_072,ui_sticker_072,standard,,,,0,,STORE_FLAVOR/STICKER_072_FLAVOR,
73,sticker_073,,STICKERS/STICKER_073,ui_sticker_073,standard,,,,0,,STORE_FLAVOR/STICKER_073_FLAVOR,
74,sticker_074,,STICKERS/STICKER_074,ui_sticker_074,standard,,,,0,,STORE_FLAVOR/STICKER_074_FLAVOR,
75,sticker_075,,STICKERS/STICKER_075,ui_sticker_075,standard,,,,0,,STORE_FLAVOR/STICKER_075_FLAVOR,
76,sticker_076,,STICKERS/STICKER_076,ui_sticker_076,standard,,,,0,,STORE_FLAVOR/STICKER_076_FLAVOR,
77,sticker_077,,STICKERS/STICKER_077,ui_sticker_077,standard,,,,0,,STORE_FLAVOR/STICKER_077_FLAVOR,
78,sticker_078,,STICKERS/STICKER_078,ui_sticker_078,standard,,,,0,,STORE_FLAVOR/STICKER_078_FLAVOR,
79,sticker_079,,STICKERS/STICKER_079,ui_sticker_079,standard,1,,,0,,STORE_FLAVOR/STICKER_079_FLAVOR,
80,sticker_080,,STICKERS/STICKER_080,ui_sticker_080,standard,,,,0,,STORE_FLAVOR/STICKER_080_FLAVOR,
81,sticker_081,,STICKERS/STICKER_081,ui_sticker_081,standard,,,,0,,STORE_FLAVOR/STICKER_081_FLAVOR,
82,sticker_082,,STICKERS/STICKER_082,ui_sticker_082,standard,,,,0,,STORE_FLAVOR/STICKER_082_FLAVOR,
83,sticker_083,,STICKERS/STICKER_083,ui_sticker_083,standard,,,,0,,STORE_FLAVOR/STICKER_083_FLAVOR,
84,sticker_084,,STICKERS/STICKER_084,ui_sticker_084,standard,,,,0,,STORE_FLAVOR/STICKER_084_FLAVOR,
85,sticker_085,,STICKERS/STICKER_085,ui_sticker_085,standard,,,,0,,STORE_FLAVOR/STICKER_085_FLAVOR,
86,sticker_086,,STICKERS/STICKER_086,ui_sticker_086,standard,,,,0,,STORE_FLAVOR/STICKER_086_FLAVOR,
87,sticker_087,,STICKERS/STICKER_087,ui_sticker_087,standard,,,,0,,STORE_FLAVOR/STICKER_087_FLAVOR,
88,sticker_088,,STICKERS/STICKER_088,ui_sticker_088,standard,,,,0,,STORE_FLAVOR/STICKER_088_FLAVOR,
89,sticker_089,,STICKERS/STICKER_089,ui_sticker_089,standard,,,,0,,STORE_FLAVOR/STICKER_089_FLAVOR,
90,sticker_090,,STICKERS/STICKER_090,ui_sticker_090,standard,,,,0,,STORE_FLAVOR/STICKER_090_FLAVOR,
91,sticker_091,,STICKERS/STICKER_091,ui_sticker_091,standard,,,,0,,STORE_FLAVOR/STICKER_091_FLAVOR,
92,sticker_092,,STICKERS/STICKER_092,ui_sticker_092,standard,,,,0,,STORE_FLAVOR/STICKER_092_FLAVOR,
93,sticker_093,,STICKERS/STICKER_093,ui_sticker_093,standard,,,,0,,STORE_FLAVOR/STICKER_093_FLAVOR,
94,sticker_094,,STICKERS/STICKER_094,ui_sticker_094,standard,,,,0,,STORE_FLAVOR/STICKER_094_FLAVOR,
95,sticker_095,,STICKERS/STICKER_095,ui_sticker_095,standard,,,,0,,STORE_FLAVOR/STICKER_095_FLAVOR,
96,sticker_096,,STICKERS/STICKER_096,ui_sticker_096,standard,,,,0,,STORE_FLAVOR/STICKER_096_FLAVOR,
97,sticker_097,,STICKERS/STICKER_097,ui_sticker_097,standard,,,,0,,STORE_FLAVOR/STICKER_097_FLAVOR,
98,sticker_098,,STICKERS/STICKER_098,ui_sticker_098,standard,,,,0,,STORE_FLAVOR/STICKER_098_FLAVOR,
99,sticker_099,,STICKERS/STICKER_099,ui_sticker_099,standard,,,,0,,STORE_FLAVOR/STICKER_099_FLAVOR,
100,sticker_100,,STICKERS/STICKER_100,ui_sticker_100,standard,,,,0,,STORE_FLAVOR/STICKER_100_FLAVOR,
101,sticker_101,,STICKERS/STICKER_101,ui_sticker_101,standard,,,,0,,STORE_FLAVOR/STICKER_101_FLAVOR,
102,sticker_102,,STICKERS/STICKER_102,ui_sticker_102,standard,,,,0,,STORE_FLAVOR/STICKER_102_FLAVOR,
103,sticker_103,,STICKERS/STICKER_103,ui_sticker_103,standard,,,,0,,STORE_FLAVOR/STICKER_103_FLAVOR,
104,sticker_104,,STICKERS/STICKER_104,ui_sticker_104,standard,,,,0,,STORE_FLAVOR/STICKER_104_FLAVOR,
105,sticker_105,,STICKERS/STICKER_105,ui_sticker_105,standard,,,,0,,STORE_FLAVOR/STICKER_105_FLAVOR,
106,sticker_106,,STICKERS/STICKER_106,ui_sticker_106,standard,,,,0,,STORE_FLAVOR/STICKER_106_FLAVOR,
107,sticker_107,,STICKERS/STICKER_107,ui_sticker_107,standard,,,,0,,STORE_FLAVOR/STICKER_107_FLAVOR,
108,sticker_108,,STICKERS/STICKER_108,ui_sticker_108,standard,,,,0,,STORE_FLAVOR/STICKER_108_FLAVOR,
109,sticker_109,,STICKERS/STICKER_109,ui_sticker_109,standard,,,,0,,STORE_FLAVOR/STICKER_109_FLAVOR,
110,sticker_110,,STICKERS/STICKER_110,ui_sticker_110,standard,,,,0,,STORE_FLAVOR/STICKER_110_FLAVOR,
111,sticker_111,,STICKERS/STICKER_111,ui_sticker_111,standard,,,,0,,STORE_FLAVOR/STICKER_111_FLAVOR,
112,sticker_112,,STICKERS/STICKER_112,ui_sticker_112,standard,1,,,0,,STORE_FLAVOR/STICKER_112_FLAVOR,
113,sticker_113,,STICKERS/STICKER_113,ui_sticker_113,standard,1,,,0,,STORE_FLAVOR/STICKER_113_FLAVOR,
114,sticker_114,,STICKERS/STICKER_114,ui_sticker_114,standard,1,,,0,,STORE_FLAVOR/STICKER_114_FLAVOR,
115,sticker_115,,STICKERS/STICKER_115,ui_sticker_115,standard,1,,,0,,STORE_FLAVOR/STICKER_115_FLAVOR,
116,sticker_116,,STICKERS/STICKER_116,ui_sticker_116,standard,1,,,0,,STORE_FLAVOR/STICKER_116_FLAVOR,
117,sticker_117,,STICKERS/STICKER_117,ui_sticker_117,standard,1,,,0,,STORE_FLAVOR/STICKER_117_FLAVOR,
118,sticker_118,,STICKERS/STICKER_118,ui_sticker_118,standard,,,,0,,STORE_FLAVOR/STICKER_118_FLAVOR,
119,sticker_119,,STICKERS/STICKER_119,ui_sticker_119,standard,,,,0,,STORE_FLAVOR/STICKER_119_FLAVOR,
120,sticker_120,,STICKERS/STICKER_120,ui_sticker_120,standard,,,,0,,STORE_FLAVOR/STICKER_120_FLAVOR,
121,sticker_121,,STICKERS/STICKER_121,ui_sticker_121,standard,,,,0,,STORE_FLAVOR/STICKER_121_FLAVOR,
122,sticker_122,,STICKERS/STICKER_122,ui_sticker_122,standard,,,,0,,STORE_FLAVOR/STICKER_122_FLAVOR,
123,sticker_123,,STICKERS/STICKER_123,ui_sticker_123,standard,1,,,0,,STORE_FLAVOR/STICKER_123_FLAVOR,
124,sticker_124,,STICKERS/STICKER_124,ui_sticker_124,standard,1,,,0,,STORE_FLAVOR/STICKER_124_FLAVOR,
125,sticker_125,,STICKERS/STICKER_125,ui_sticker_125,standard,1,,,0,,STORE_FLAVOR/STICKER_125_FLAVOR,
126,sticker_126,,STICKERS/STICKER_126,ui_sticker_126,standard,1,,,0,,STORE_FLAVOR/STICKER_126_FLAVOR,
127,sticker_127,,STICKERS/STICKER_127,ui_sticker_127,standard,1,,,0,,STORE_FLAVOR/STICKER_127_FLAVOR,
128,sticker_128,,STICKERS/STICKER_128,ui_sticker_128,standard,,,,0,,STORE_FLAVOR/STICKER_128_FLAVOR,
129,sticker_129,,STICKERS/STICKER_129,ui_sticker_129,standard,,,,0,,STORE_FLAVOR/STICKER_129_FLAVOR,
130,sticker_130,,STICKERS/STICKER_130,ui_sticker_130,standard,,,,0,,STORE_FLAVOR/STICKER_130_FLAVOR,
131,sticker_131,,STICKERS/STICKER_131,ui_sticker_131,standard,1,,,0,,STORE_FLAVOR/STICKER_131_FLAVOR,
132,sticker_132,,STICKERS/STICKER_132,ui_sticker_132,standard,,,,0,,STORE_FLAVOR/STICKER_132_FLAVOR,
133,sticker_133,,STICKERS/STICKER_133,ui_sticker_133,standard,,,,0,,STORE_FLAVOR/STICKER_133_FLAVOR,
134,sticker_134,,STICKERS/STICKER_134,ui_sticker_134,standard,,,,0,,STORE_FLAVOR/STICKER_134_FLAVOR,
135,sticker_135,,STICKERS/STICKER_135,ui_sticker_135,standard,,,,0,,STORE_FLAVOR/STICKER_135_FLAVOR,
136,sticker_136,,STICKERS/STICKER_136,ui_sticker_136,standard,,,,0,,STORE_FLAVOR/STICKER_136_FLAVOR,
137,sticker_137,,STICKERS/STICKER_137,ui_sticker_137,standard,,,,0,,STORE_FLAVOR/STICKER_137_FLAVOR,
138,sticker_138,,STICKERS/STICKER_138,ui_sticker_138,standard,,,,0,,STORE_FLAVOR/STICKER_138_FLAVOR,
139,sticker_139,,STICKERS/STICKER_139,ui_sticker_139,standard,,,,0,,STORE_FLAVOR/STICKER_139_FLAVOR,
140,sticker_140,,STICKERS/STICKER_140,ui_sticker_140,standard,,,,0,,STORE_FLAVOR/STICKER_140_FLAVOR,
141,sticker_141,,STICKERS/STICKER_141,ui_sticker_141,standard,,,,0,,STORE_FLAVOR/STICKER_141_FLAVOR,
142,sticker_142,,STICKERS/STICKER_142,ui_sticker_142,standard,,,,0,,STORE_FLAVOR/STICKER_142_FLAVOR,
143,sticker_143,,STICKERS/STICKER_143,ui_sticker_143,standard,,,,0,,STORE_FLAVOR/STICKER_143_FLAVOR,
144,sticker_144,,STICKERS/STICKER_144,ui_sticker_144,standard,,,,0,,STORE_FLAVOR/STICKER_144_FLAVOR,
145,sticker_145,,STICKERS/STICKER_145,ui_sticker_145,standard,,,,0,,STORE_FLAVOR/STICKER_145_FLAVOR,
146,sticker_146,,STICKERS/STICKER_146,ui_sticker_146,standard,,,,0,,STORE_FLAVOR/STICKER_146_FLAVOR,
147,sticker_147,,STICKERS/STICKER_147,ui_sticker_147,standard,,,,0,,STORE_FLAVOR/STICKER_147_FLAVOR,
148,sticker_148,,STICKERS/STICKER_148,ui_sticker_148,standard,,,,0,,STORE_FLAVOR/STICKER_148_FLAVOR,
149,sticker_149,,STICKERS/STICKER_149,ui_sticker_149,standard,,,,0,,STORE_FLAVOR/STICKER_149_FLAVOR,
150,sticker_150,,STICKERS/STICKER_150,ui_sticker_150,standard,,,,0,,STORE_FLAVOR/STICKER_150_FLAVOR,
151,sticker_151,,STICKERS/STICKER_151,ui_sticker_151,standard,,,,0,,STORE_FLAVOR/STICKER_151_FLAVOR,
152,sticker_152,,STICKERS/STICKER_152,ui_sticker_152,standard,,,,0,,STORE_FLAVOR/STICKER_152_FLAVOR,
153,sticker_153,,STICKERS/STICKER_153,ui_sticker_153,standard,,,,0,,STORE_FLAVOR/STICKER_153_FLAVOR,
154,sticker_154,,STICKERS/STICKER_154,ui_sticker_154,standard,,,,0,,STORE_FLAVOR/STICKER_154_FLAVOR,
155,sticker_155,,STICKERS/STICKER_155,ui_sticker_155,standard,,,,0,,STORE_FLAVOR/STICKER_155_FLAVOR,
156,sticker_156,,STICKERS/STICKER_156,ui_sticker_156,standard,,,,0,,STORE_FLAVOR/STICKER_156_FLAVOR,
157,sticker_157,,STICKERS/STICKER_157,ui_sticker_157,standard,,,,0,,STORE_FLAVOR/STICKER_157_FLAVOR,
158,sticker_158,,STICKERS/STICKER_158,ui_sticker_158,standard,,,,0,,STORE_FLAVOR/STICKER_158_FLAVOR,
159,sticker_159,,STICKERS/STICKER_159,ui_sticker_159,standard,,,,0,,STORE_FLAVOR/STICKER_159_FLAVOR,
160,sticker_160,,STICKERS/STICKER_160,ui_sticker_160,standard,,,,0,,STORE_FLAVOR/STICKER_160_FLAVOR,
161,sticker_161,,STICKERS/STICKER_161,ui_sticker_161,standard,,,,0,,STORE_FLAVOR/STICKER_161_FLAVOR,
162,sticker_162,,STICKERS/STICKER_162,ui_sticker_162,standard,1,,,0,,STORE_FLAVOR/STICKER_162_FLAVOR,
163,sticker_163,,STICKERS/STICKER_163,ui_sticker_163,standard,,,,0,,STORE_FLAVOR/STICKER_163_FLAVOR,
164,sticker_164,,STICKERS/STICKER_164,ui_sticker_164,standard,,,,0,,STORE_FLAVOR/STICKER_164_FLAVOR,
165,sticker_165,,STICKERS/STICKER_165,ui_sticker_165,standard,,,,0,,STORE_FLAVOR/STICKER_165_FLAVOR,
166,sticker_166,,STICKERS/STICKER_166,ui_sticker_166,standard,,,,0,,STORE_FLAVOR/STICKER_166_FLAVOR,
167,sticker_167,,STICKERS/STICKER_167,ui_sticker_167,standard,,,,0,,STORE_FLAVOR/STICKER_167_FLAVOR,
168,sticker_168,,STICKERS/STICKER_168,ui_sticker_168,standard,,,,0,,STORE_FLAVOR/STICKER_168_FLAVOR,
169,sticker_169,,STICKERS/STICKER_169,ui_sticker_169,standard,,,,0,,STORE_FLAVOR/STICKER_169_FLAVOR,
170,sticker_170,,STICKERS/STICKER_170,ui_sticker_170,standard,,,,0,,STORE_FLAVOR/STICKER_170_FLAVOR,
171,sticker_171,,STICKERS/STICKER_171,ui_sticker_171,standard,,,,0,,STORE_FLAVOR/STICKER_171_FLAVOR,
172,sticker_172,,STICKERS/STICKER_172,ui_sticker_172,standard,,,,0,,STORE_FLAVOR/STICKER_172_FLAVOR,
173,sticker_173,,STICKERS/STICKER_173,ui_sticker_173,standard,,,,0,,STORE_FLAVOR/STICKER_173_FLAVOR,
174,sticker_174,,STICKERS/STICKER_174,ui_sticker_174,standard,,,,0,,STORE_FLAVOR/STICKER_174_FLAVOR,
175,sticker_175,,STICKERS/STICKER_175,ui_sticker_175,standard,,,,0,,STORE_FLAVOR/STICKER_175_FLAVOR,
176,sticker_176,,STICKERS/STICKER_176,ui_sticker_176,standard,,,,0,,STORE_FLAVOR/STICKER_176_FLAVOR,
177,sticker_177,,STICKERS/STICKER_177,ui_sticker_177,standard,,,,0,,STORE_FLAVOR/STICKER_177_FLAVOR,
178,sticker_178,,STICKERS/STICKER_178,ui_sticker_178,standard,,,,0,,STORE_FLAVOR/STICKER_178_FLAVOR,
179,sticker_179,,STICKERS/STICKER_179,ui_sticker_179,standard,,,,0,,STORE_FLAVOR/STICKER_179_FLAVOR,
180,sticker_180,,STICKERS/STICKER_180,ui_sticker_180,standard,,,,0,,STORE_FLAVOR/STICKER_180_FLAVOR,
181,sticker_181,,STICKERS/STICKER_181,ui_sticker_181,standard,,,,0,,STORE_FLAVOR/STICKER_181_FLAVOR,
182,sticker_182,,STICKERS/STICKER_182,ui_sticker_182,standard,,,,0,,STORE_FLAVOR/STICKER_182_FLAVOR,
183,sticker_183,,STICKERS/STICKER_183,ui_sticker_183,standard,,,,0,,STORE_FLAVOR/STICKER_183_FLAVOR,
184,sticker_184,,STICKERS/STICKER_184,ui_sticker_184,standard,,,,0,,STORE_FLAVOR/STICKER_184_FLAVOR,
185,sticker_185,,STICKERS/STICKER_185,ui_sticker_185,standard,,,,0,,STORE_FLAVOR/STICKER_185_FLAVOR,
186,sticker_186,,STICKERS/STICKER_186,ui_sticker_186,standard,,,,0,,STORE_FLAVOR/STICKER_186_FLAVOR,
187,sticker_187,,STICKERS/STICKER_187,ui_sticker_187,standard,,,,0,,STORE_FLAVOR/STICKER_187_FLAVOR,
188,sticker_188,,STICKERS/STICKER_188,ui_sticker_188,standard,1,,,0,,STORE_FLAVOR/STICKER_188_FLAVOR,
189,sticker_189,,STICKERS/STICKER_189,ui_sticker_189,standard,1,,,0,,STORE_FLAVOR/STICKER_189_FLAVOR,
190,sticker_190,,STICKERS/STICKER_190,ui_sticker_190,standard,,,,0,,STORE_FLAVOR/STICKER_190_FLAVOR,
191,sticker_191,,STICKERS/STICKER_191,ui_sticker_191,standard,1,,,0,,STORE_FLAVOR/STICKER_191_FLAVOR,
192,sticker_192,,STICKERS/STICKER_192,ui_sticker_192,standard,,,,0,,STORE_FLAVOR/STICKER_192_FLAVOR,
193,sticker_193,,STICKERS/STICKER_193,ui_sticker_193,standard,,,,0,,STORE_FLAVOR/STICKER_193_FLAVOR,
194,sticker_194,,STICKERS/STICKER_194,ui_sticker_194,standard,,,,0,,STORE_FLAVOR/STICKER_194_FLAVOR,
195,sticker_195,,STICKERS/STICKER_195,ui_sticker_195,standard,,,,0,,STORE_FLAVOR/STICKER_195_FLAVOR,
196,sticker_196,,STICKERS/STICKER_196,ui_sticker_196,standard,,,,0,,STORE_FLAVOR/STICKER_196_FLAVOR,
197,sticker_197,,STICKERS/STICKER_197,ui_sticker_197,standard,,,,0,,STORE_FLAVOR/STICKER_197_FLAVOR,
198,sticker_198,,STICKERS/STICKER_198,ui_sticker_198,standard,,,,0,,STORE_FLAVOR/STICKER_198_FLAVOR,
199,sticker_199,,STICKERS/STICKER_199,ui_sticker_199,standard,,,,0,,STORE_FLAVOR/STICKER_199_FLAVOR,
200,sticker_200,,STICKERS/STICKER_200,ui_sticker_200,standard,,,,0,,STORE_FLAVOR/STICKER_200_FLAVOR,
201,sticker_201,,STICKERS/STICKER_201,ui_sticker_201,standard,,,,0,,STORE_FLAVOR/STICKER_201_FLAVOR,
202,sticker_202,,STICKERS/STICKER_202,ui_sticker_202,standard,,,,0,,STORE_FLAVOR/STICKER_202_FLAVOR,
203,sticker_203,,STICKERS/STICKER_203,ui_sticker_203,standard,,,,0,,STORE_FLAVOR/STICKER_203_FLAVOR,
204,sticker_204,,STICKERS/STICKER_204,ui_sticker_204,standard,,,,0,,STORE_FLAVOR/STICKER_204_FLAVOR,
205,sticker_205,,STICKERS/STICKER_205,ui_sticker_205,standard,,,,0,,STORE_FLAVOR/STICKER_205_FLAVOR,
206,sticker_206,,STICKERS/STICKER_206,ui_sticker_206,standard,,,,0,,STORE_FLAVOR/STICKER_206_FLAVOR,
207,sticker_207,,STICKERS/STICKER_207,ui_sticker_207,standard,,,,0,,STORE_FLAVOR/STICKER_207_FLAVOR,
