33,cos_033,CHARMS/COS_033,ui_charm_033,standard,,,,0,,STORE_FLAVOR/COS_033_FLAVOR,
34,cos_034,CHARMS/COS_034,ui_charm_034,standard,,,,0,,STORE_FLAVOR/COS_034_FLAVOR,
35,cos_035,CHARMS/COS_035,ui_charm_035,standard,,,,0,,STORE_FLAVOR/COS_035_FLAVOR,
36,cos_036,CHARMS/COS_036,ui_charm_036,standard,,,,0,,STORE_FLAVOR/COS_036_FLAVOR,
37,cos_037,CHARMS/COS_037,ui_charm_037,standard,,,,0,,STORE_FLAVOR/COS_037_FLAVOR,
38,cos_038,CHARMS/COS_038,ui_charm_038,standard,,,,0,,STORE_FLAVOR/COS_038_FLAVOR,
39,cos_039,CHARMS/COS_039,ui_charm_039,standard,,,,0,,STORE_FLAVOR/COS_039_FLAVOR,
40,cos_040,CHARMS/COS_040,ui_charm_040,standard,,,,0,,STORE_FLAVOR/COS_040_FLAVOR,
41,cos_041,CHARMS/COS_041,ui_charm_041,standard,,,,0,,STORE_FLAVOR/COS_041_FLAVOR,
42,cos_042,CHARMS/COS_042,ui_charm_042,standard,,,,0,,STORE_FLAVOR/COS_042_FLAVOR,
43,cos_043,CHARMS/COS_043,ui_charm_043,standard,,,,0,,STORE_FLAVOR/COS_043_FLAVOR,
44,cos_044,CHARMS/COS_044,ui_charm_044,standard,,,,0,,STORE_FLAVOR/COS_044_FLAVOR,
45,cos_045,CHARMS/COS_045,ui_charm_045,standard,,,,0,,STORE_FLAVOR/COS_045_FLAVOR,
46,cos_046,CHARMS/COS_046,ui_charm_046,standard,,,,0,,STORE_FLAVOR/COS_046_FLAVOR,
47,cos_047,CHARMS/COS_047,ui_charm_047,standard,,,,0,,STORE_FLAVOR/COS_047_FLAVOR,
48,cos_048,CHARMS/COS_048,ui_charm_048,standard,,,,0,,STORE_FLAVOR/COS_048_FLAVOR,
49,cos_049,CHARMS/COS_049,ui_charm_049,standard,,,,0,,STORE_FLAVOR/COS_049_FLAVOR,
50,cos_050,CHARMS/COS_050,ui_charm_050,standard,,,,0,,STORE_FLAVOR/COS_050_FLAVOR,
51,cos_051,CHARMS/COS_051,ui_charm_051,standard,,,,0,,STORE_FLAVOR/COS_051_FLAVOR,
52,cos_052,CHARMS/COS_052,ui_charm_052,standard,,,,0,,STORE_FLAVOR/COS_052_FLAVOR,
53,cos_053,CHARMS/COS_053,ui_charm_053,standard,,,,0,,STORE_FLAVOR/COS_053_FLAVOR,
54,cos_054,CHARMS/COS_054,ui_charm_054,standard,,,,0,,STORE_FLAVOR/COS_054_FLAVOR,
55,cos_055,CHARMS/COS_055,ui_charm_055,standard,,,,0,,STORE_FLAVOR/COS_055_FLAVOR,
56,cos_056,CHARMS/COS_056,ui_charm_056,standard,,,,0,,STORE_FLAVOR/COS_056_FLAVOR,
57,cos_057,CHARMS/COS_057,ui_charm_057,standard,,,,0,,STORE_FLAVOR/COS_057_FLAVOR,
58,cos_058,CHARMS/COS_058,ui_charm_058,standard,,,,0,,STORE_FLAVOR/COS_058_FLAVOR,
59,cos_059,CHARMS/COS_059,ui_charm_059,standard,,,,0,,STORE_FLAVOR/COS_059_FLAVOR,
60,cos_060,CHARMS/COS_060,ui_charm_060,standard,,,,0,,STORE_FLAVOR/COS_060_FLAVOR,
61,cos_061,CHARMS/COS_061,ui_charm_061,standard,,,,0,,STORE_FLAVOR/COS_061_FLAVOR,
62,cos_062,CHARMS/COS_062,ui_charm_062,standard,,,,0,,STORE_FLAVOR/COS_062_FLAVOR,
63,cos_063,CHARMS/COS_063,ui_charm_063,standard,,,,0,,STORE_FLAVOR/COS_063_FLAVOR,
64,cos_064,CHARMS/COS_064,ui_charm_064,standard,,,,0,,STORE_FLAVOR/COS_064_FLAVOR,
65,cos_065,CHARMS/COS_065,ui_charm_065,standard,1,,,0,,STORE_FLAVOR/COS_065_FLAVOR,
66,cos_066,CHARMS/COS_066,ui_charm_066,standard,,,,0,,STORE_FLAVOR/COS_066_FLAVOR,
67,cos_067,CHARMS/COS_067,ui_charm_067,standard,1,,,0,,STORE_FLAVOR/COS_067_FLAVOR,
68,cos_068,CHARMS/COS_068,ui_charm_068,standard,1,,,0,,STORE_FLAVOR/COS_068_FLAVOR,
69,cos_069,CHARMS/COS_069,ui_charm_069,standard,,,,0,,STORE_FLAVOR/COS_069_FLAVOR,
70,cos_070,CHARMS/COS_070,ui_charm_070,standard,,,,0,,STORE_FLAVOR/COS_070_FLAVOR,
71,cos_071,CHARMS/COS_071,ui_charm_071,standard,,,,0,,STORE_FLAVOR/COS_071_FLAVOR,
72,cos_072,CHARMS/COS_072,ui_charm_072,standard,,,,0,,STORE_FLAVOR/COS_072_FLAVOR,
73,cos_073,CHARMS/COS_073,ui_charm_073,standard,,,,0,,STORE_FLAVOR/COS_073_FLAVOR,
74,cos_074,CHARMS/COS_074,ui_charm_074,standard,,,,0,,STORE_FLAVOR/COS_074_FLAVOR,
75,cos_075,CHARMS/COS_075,ui_charm_075,standard,,,,0,,STORE_FLAVOR/COS_075_FLAVOR,
76,cos_076,CHARMS/COS_076,ui_charm_076,standard,,,,0,,STORE_FLAVOR/COS_076_FLAVOR,
77,cos_077,CHARMS/COS_077,ui_charm_077,standard,,,,0,,STORE_FLAVOR/COS_077_FLAVOR,
78,cos_078,CHARMS/COS_078,ui_charm_078,standard,,,,0,,STORE_FLAVOR/COS_078_FLAVOR,
79,cos_079,CHARMS/COS_079,ui_charm_079,standard,1,,,0,,STORE_FLAVOR/COS_079_FLAVOR,
80,cos_080,CHARMS/COS_080,ui_charm_080,standard,1,,,0,,STORE_FLAVOR/COS_080_FLAVOR,
81,cos_081,CHARMS/COS_081,ui_charm_081,standard,1,,,0,,STORE_FLAVOR/COS_081_FLAVOR,
82,cos_082,CHARMS/COS_082,ui_charm_082,standard,1,,,0,,STORE_FLAVOR/COS_082_FLAVOR,
83,cos_083,CHARMS/COS_083,ui_charm_083,standard,1,,,0,,STORE_FLAVOR/COS_083_FLAVOR,
84,cos_084,CHARMS/COS_084,ui_charm_084,standard,1,,,0,,STORE_FLAVOR/COS_084_FLAVOR,
85,cos_085,CHARMS/COS_085,ui_charm_085,standard,,,,0,,STORE_FLAVOR/COS_085_FLAVOR,
86,cos_086,CHARMS/COS_086,ui_charm_086,standard,,,,0,,STORE_FLAVOR/COS_086_FLAVOR,
87,cos_087,CHARMS/COS_087,ui_charm_087,standard,,,,0,,STORE_FLAVOR/COS_087_FLAVOR,
88,cos_088,CHARMS/COS_088,ui_charm_088,standard,,,,0,,STORE_FLAVOR/COS_088_FLAVOR,
89,cos_089,CHARMS/COS_089,ui_charm_089,standard,,,,0,,STORE_FLAVOR/COS_089_FLAVOR,
90,cos_090,CHARMS/COS_090,ui_charm_090,standard,,,,0,,STORE_FLAVOR/COS_090_FLAVOR,
91,cos_091,CHARMS/COS_091,ui_charm_091,standard,,,,0,,STORE_FLAVOR/COS_091_FLAVOR,
92,cos_092,CHARMS/COS_092,ui_charm_092,standard,,,,0,,STORE_FLAVOR/COS_092_FLAVOR,
93,cos_093,CHARMS/COS_093,ui_charm_093,standard,,,,0,,STORE_FLAVOR/COS_093_FLAVOR,
94,cos_094,CHARMS/COS_094,ui_charm_094,standard,,,,0,,STORE_FLAVOR/COS_094_FLAVOR,
95,cos_095,CHARMS/COS_095,ui_charm_095,standard,,,,0,,STORE_FLAVOR/COS_095_FLAVOR,
96,cos_096,CHARMS/COS_096,ui_charm_096,standard,,,,0,,STORE_FLAVOR/COS_096_FLAVOR,
97,cos_097,CHARMS/COS_097,ui_charm_097,standard,,,,0,,STORE_FLAVOR/COS_097_FLAVOR,
98,cos_098,CHARMS/COS_098,ui_charm_098,standard,,,,0,,STORE_FLAVOR/COS_098_FLAVOR,
99,cos_099,CHARMS/COS_099,ui_charm_099,standard,,,,0,,STORE_FLAVOR/COS_099_FLAVOR,
100,cos_100,CHARMS/COS_100,ui_charm_100,standard,,,,0,,STORE_FLAVOR/COS_100_FLAVOR,
101,cos_101,CHARMS/COS_101,ui_charm_101,standard,,,,0,,STORE_FLAVOR/COS_101_FLAVOR,
102,cos_102,CHARMS/COS_102,ui_charm_102,standard,,,,0,,STORE_FLAVOR/COS_102_FLAVOR,
103,cos_103,CHARMS/COS_103,ui_charm_103,standard,,,,0,,STORE_FLAVOR/COS_103_FLAVOR,
104,cos_104,CHARMS/COS_104,ui_charm_104,standard,,,,0,,STORE_FLAVOR/COS_104_FLAVOR,
105,cos_105,CHARMS/COS_105,ui_charm_105,standard,,,,0,,STORE_FLAVOR/COS_105_FLAVOR,
106,cos_106,CHARMS/COS_106,ui_charm_106,standard,,,,0,,STORE_FLAVOR/COS_106_FLAVOR,
107,cos_107,CHARMS/COS_107,ui_charm_107,standard,,,,0,,STORE_FLAVOR/COS_107_FLAVOR,
108,cos_108,CHARMS/COS_108,ui_charm_108,standard,,,,0,,STORE_FLAVOR/COS_108_FLAVOR,
109,cos_109,CHARMS/COS_109,ui_charm_109,standard,,,,0,,STORE_FLAVOR/COS_109_FLAVOR,
110,cos_110,CHARMS/COS_110,ui_charm_110,standard,,,,0,,STORE_FLAVOR/COS_110_FLAVOR,
111,cos_111,CHARMS/COS_111,ui_charm_111,standard,,,,0,,STORE_FLAVOR/COS_111_FLAVOR,
112,cos_112,CHARMS/COS_112,ui_charm_112,standard,,,,0,,STORE_FLAVOR/COS_112_FLAVOR,
113,cos_113,CHARMS/COS_113,ui_charm_113,standard,,,,0,,STORE_FLAVOR/COS_113_FLAVOR,
114,cos_114,CHARMS/COS_114,ui_charm_114,standard,,,,0,,STORE_FLAVOR/COS_114_FLAVOR,
115,cos_115,CHARMS/COS_115,ui_charm_115,standard,,,,0,,STORE_FLAVOR/COS_115_FLAVOR,
116,cos_116,CHARMS/COS_116,ui_charm_116,standard,,,,0,,STORE_FLAVOR/COS_116_FLAVOR,
117,cos_117,CHARMS/COS_117,ui_charm_117,standard,,,,0,,STORE_FLAVOR/COS_117_FLAVOR,
118,cos_118,CHARMS/COS_118,ui_charm_118,standard,,,,0,,STORE_FLAVOR/COS_118_FLAVOR,
119,cos_119,CHARMS/COS_119,ui_charm_119,standard,,,,0,,STORE_FLAVOR/COS_119_FLAVOR,
120,cos_120,CHARMS/COS_120,ui_charm_120,standard,,,,0,,STORE_FLAVOR/COS_120_FLAVOR,
121,cos_121,CHARMS/COS_121,ui_charm_121,standard,,,,0,,STORE_FLAVOR/COS_121_FLAVOR,
122,cos_122,CHARMS/COS_122,ui_charm_122,standard,,,,0,,STORE_FLAVOR/COS_122_FLAVOR,
123,cos_123,CHARMS/COS_123,ui_charm_123,standard,,,,0,,STORE_FLAVOR/COS_123_FLAVOR,
124,cos_124,CHARMS/COS_124,ui_charm_124,standard,,,,0,,STORE_FLAVOR/COS_124_FLAVOR,
125,cos_125,CHARMS/COS_125,ui_charm_125,standard,,,,0,,STORE_FLAVOR/COS_125_FLAVOR,
126,cos_126,CHARMS/COS_126,ui_charm_126,standard,,,,0,,STORE_FLAVOR/COS_126_FLAVOR,
127,cos_127,CHARMS/COS_127,ui_charm_127,standard,,,,0,,STORE_FLAVOR/COS_127_FLAVOR,
128,cos_128,CHARMS/COS_128,ui_charm_128,standard,,,,0,,STORE_FLAVOR/COS_128_FLAVOR,
129,cos_129,CHARMS/COS_129,ui_charm_129,standard,,,,0,,STORE_FLAVOR/COS_129_FLAVOR,
130,cos_130,CHARMS/COS_130,ui_charm_130,standard,,,,0,,STORE_FLAVOR/COS_130_FLAVOR,
131,cos_131,CHARMS/COS_131,ui_charm_131,standard,,,,0,,STORE_FLAVOR/COS_131_FLAVOR,
132,cos_132,CHARMS/COS_132,ui_charm_132,standard,,,,0,,STORE_FLAVOR/COS_132_FLAVOR,
133,cos_133,CHARMS/COS_133,ui_charm_133,standard,,,,0,,STORE_FLAVOR/COS_133_FLAVOR,
134,cos_134,CHARMS/COS_134,ui_charm_134,standard,,,,0,,STORE_FLAVOR/COS_134_FLAVOR,
135,cos_135,CHARMS/COS_135,ui_charm_135,standard,,,,0,,STORE_FLAVOR/COS_135_FLAVOR,
136,cos_136,CHARMS/COS_136,ui_charm_136,standard,,,,0,,STORE_FLAVOR/COS_136_FLAVOR,
137,cos_137,CHARMS/COS_137,ui_charm_137,standard,,,,0,,STORE_FLAVOR/COS_137_FLAVOR,
138,cos_138,CHARMS/COS_138,ui_charm_138,standard,,,,0,,STORE_FLAVOR/COS_138_FLAVOR,
139,cos_139,CHARMS/COS_139,ui_charm_139,standard,,,,0,,STORE_FLAVOR/COS_139_FLAVOR,
140,cos_140,CHARMS/COS_129,ui_charm_129,standard,,,,0,,STORE_FLAVOR/COS_140_FLAVOR,
141,cos_141,CHARMS/COS_141,ui_charm_141,standard,,,,0,,STORE_FLAVOR/COS_141_FLAVOR,
142,cos_142,CHARMS/COS_142,ui_charm_142,standard,0,,,0,,STORE_FLAVOR/COS_142_FLAVOR,
143,cos_143,CHARMS/COS_143,ui_charm_143,standard,,,,0,,STORE_FLAVOR/COS_143_FLAVOR,
144,cos_144,CHARMS/COS_144,ui_charm_144,standard,,,,0,,STORE_FLAVOR/COS_144_FLAVOR,
145,cos_145,CHARMS/COS_145,ui_charm_145,standard,,,,0,,STORE_FLAVOR/COS_145_FLAVOR,
146,cos_146,CHARMS/COS_146,ui_charm_146,standard,,,,0,,STORE_FLAVOR/COS_146_FLAVOR,
147,cos_147,CHARMS/COS_147,ui_charm_147,standard,,,,0,,STORE_FLAVOR/COS_147_FLAVOR,
148,cos_148,CHARMS/COS_148,ui_charm_148,standard,,,,0,,STORE_FLAVOR/COS_148_FLAVOR,
149,cos_149,CHARMS/COS_149,ui_charm_149,standard,,,,0,,STORE_FLAVOR/COS_149_FLAVOR,
150,cos_150,CHARMS/COS_150,ui_charm_150,standard,,,,0,,STORE_FLAVOR/COS_150_FLAVOR,
151,cos_151,CHARMS/COS_151,ui_charm_151,standard,,,,0,,STORE_FLAVOR/COS_151_FLAVOR,
152,cos_152,CHARMS/COS_152,ui_charm_152,standard,,,,0,,STORE_FLAVOR/COS_152_FLAVOR,
153,cos_153,CHARMS/COS_153,ui_charm_153,standard,,,,0,,STORE_FLAVOR/COS_153_FLAVOR,
154,cos_154,CHARMS/COS_154,ui_charm_154,standard,,,,0,,STORE_FLAVOR/COS_154_FLAVOR,
155,cos_155,CHARMS/COS_155,ui_charm_155,standard,,,,0,,STORE_FLAVOR/COS_155_FLAVOR,
156,cos_156,CHARMS/COS_156,ui_charm_156,standard,,,,0,,STORE_FLAVOR/COS_156_FLAVOR,
157,cos_157,CHARMS/COS_157,ui_charm_157,standard,,,,0,,STORE_FLAVOR/COS_157_FLAVOR,
158,cos_158,CHARMS/COS_158,ui_charm_158,standard,,,,0,,STORE_FLAVOR/COS_158_FLAVOR,
159,cos_159,CHARMS/COS_159,ui_charm_159,standard,,,,0,,STORE_FLAVOR/COS_159_FLAVOR,
160,cos_160,CHARMS/COS_160,ui_charm_160,standard,,,,0,,STORE_FLAVOR/COS_160_FLAVOR,
161,cos_161,CHARMS/COS_161,ui_charm_161,standard,,,,0,,STORE_FLAVOR/COS_161_FLAVOR,
162,cos_162,CHARMS/COS_162,ui_charm_162,standard,,,,0,,STORE_FLAVOR/COS_162_FLAVOR,
163,cos_163,CHARMS/COS_163,ui_charm_163,standard,,,,0,,STORE_FLAVOR/COS_163_FLAVOR,
164,cos_164,CHARMS/COS_164,ui_charm_164,standard,,,,0,,STORE_FLAVOR/COS_164_FLAVOR,
165,cos_165,CHARMS/COS_165,ui_charm_165,standard,,,,0,,STORE_FLAVOR/COS_165_FLAVOR,
166,cos_166,CHARMS/COS_166,ui_charm_166,standard,,,,0,,STORE_FLAVOR/COS_166_FLAVOR,
167,cos_167,CHARMS/COS_167,ui_charm_167,standard,,,,0,,STORE_FLAVOR/COS_167_FLAVOR,
168,cos_168,CHARMS/COS_168,ui_charm_168,standard,,,,0,,STORE_FLAVOR/COS_168_FLAVOR,
169,cos_169,CHARMS/COS_169,ui_charm_169,standard,,,,0,,STORE_FLAVOR/COS_169_FLAVOR,
170,cos_170,CHARMS/COS_170,ui_charm_170,standard,,,,0,,STORE_FLAVOR/COS_170_FLAVOR,
171,cos_171,CHARMS/COS_171,ui_charm_171,standard,,,,0,,STORE_FLAVOR/COS_171_FLAVOR,
172,cos_172,CHARMS/COS_172,ui_charm_172,standard,,,,0,,STORE_FLAVOR/COS_172_FLAVOR,
173,cos_173,CHARMS/COS_173,ui_charm_173,standard,,,,0,,STORE_FLAVOR/COS_173_FLAVOR,
174,cos_174,CHARMS/COS_174,ui_charm_174,standard,,,,0,,STORE_FLAVOR/COS_174_FLAVOR,
175,cos_175,CHARMS/COS_175,ui_charm_175,standard,,,,0,,STORE_FLAVOR/COS_175_FLAVOR,
176,cos_176,CHARMS/COS_176,ui_charm_176,standard,1,,,0,,STORE_FLAVOR/COS_176_FLAVOR,
177,cos_177,CHARMS/COS_177,ui_charm_177,standard,,,,0,,STORE_FLAVOR/COS_177_FLAVOR,
178,cos_178,CHARMS/COS_178,ui_charm_178,standard,1,,,0,,STORE_FLAVOR/COS_178_FLAVOR,
179,cos_179,CHARMS/COS_179,ui_charm_179,standard,,,,0,,STORE_FLAVOR/COS_179_FLAVOR,
180,cos_180,CHARMS/COS_180,ui_charm_180,standard,,,,0,,STORE_FLAVOR/COS_180_FLAVOR,
181,cos_181,CHARMS/COS_181,ui_charm_181,standard,1,,,0,,STORE_FLAVOR/COS_181_FLAVOR,
182,cos_182,CHARMS/COS_182,ui_charm_182,standard,1,,,0,,STORE_FLAVOR/COS_182_FLAVOR,
183,cos_183,CHARMS/COS_183,ui_charm_183,standard,,,,0,,STORE_FLAVOR/COS_183_FLAVOR,
184,cos_184,CHARMS/COS_184,ui_charm_184,standard,1,,,0,,STORE_FLAVOR/COS_184_FLAVOR,
185,cos_185,CHARMS/COS_185,ui_charm_185,standard,1,,,0,,STORE_FLAVOR/COS_185_FLAVOR,
186,cos_186,CHARMS/COS_186,ui_charm_186,standard,1,,,0,,STORE_FLAVOR/COS_186_FLAVOR,
187,cos_187,CHARMS/COS_187,ui_charm_187,standard,1,,,0,,STORE_FLAVOR/COS_187_FLAVOR,
188,cos_188,CHARMS/COS_188,ui_charm_188,standard,1,,,0,,STORE_FLAVOR/COS_188_FLAVOR,
189,cos_189,CHARMS/COS_189,ui_charm_189,standard,,,,0,,STORE_FLAVOR/COS_189_FLAVOR,
190,cos_190,CHARMS/COS_190,ui_charm_190,standard,,,,0,,STORE_FLAVOR/COS_190_FLAVOR,
191,cos_191,CHARMS/COS_191,ui_charm_191,standard,1,,,0,,STORE_FLAVOR/COS_191_FLAVOR,
192,cos_192,CHARMS/COS_192,ui_charm_192,standard,1,,,0,,STORE_FLAVOR/COS_192_FLAVOR,
193,cos_193,CHARMS/COS_193,ui_charm_193,standard,1,,,0,,STORE_FLAVOR/COS_193_FLAVOR,
194,cos_194,CHARMS/COS_194,ui_charm_194,standard,,,,0,,STORE_FLAVOR/COS_194_FLAVOR,
195,cos_195,CHARMS/COS_195,ui_charm_195,standard,1,,,0,,STORE_FLAVOR/COS_195_FLAVOR,
196,cos_196,CHARMS/COS_196,ui_charm_196,standard,,,,0,,STORE_FLAVOR/COS_196_FLAVOR,
197,cos_197,CHARMS/COS_197,ui_charm_197,standard,,,,0,,STORE_FLAVOR/COS_197_FLAVOR,
198,cos_198,CHARMS/COS_198,ui_charm_198,standard,1,,,0,,STORE_FLAVOR/COS_198_FLAVOR,
199,cos_199,CHARMS/COS_199,ui_charm_199,standard,,,,0,,STORE_FLAVOR/COS_199_FLAVOR,
200,cos_200,CHARMS/COS_200,ui_charm_200,standard,1,,,0,,STORE_FLAVOR/COS_200_FLAVOR,
201,cos_201,CHARMS/COS_201,ui_charm_201,standard,1,,,0,,STORE_FLAVOR/COS_201_FLAVOR,
202,cos_202,CHARMS/COS_202,ui_charm_202,standard,,,,0,,STORE_FLAVOR/COS_202_FLAVOR,
203,cos_203,CHARMS/COS_203,ui_charm_203,standard,1,,,0,,STORE_FLAVOR/COS_203_FLAVOR,
204,cos_204,CHARMS/COS_204,ui_charm_204,standard,,,,0,,STORE_FLAVOR/COS_204_FLAVOR,
205,cos_205,CHARMS/COS_205,ui_charm_205,standard,,,,0,,STORE_FLAVOR/COS_205_FLAVOR,
206,cos_206,CHARMS/COS_206,ui_charm_206,standard,1,,,0,,STORE_FLAVOR/COS_206_FLAVOR,
207,cos_207,CHARMS/COS_207,ui_charm_207,standard,1,,,0,,STORE_FLAVOR/COS_207_FLAVOR,
208,cos_208,CHARMS/COS_208,ui_charm_208,standard,,,,0,,STORE_FLAVOR/COS_208_FLAVOR,
209,cos_209,CHARMS/COS_209,ui_charm_209,standard,,,,0,,STORE_FLAVOR/COS_209_FLAVOR,
210,cos_210,CHARMS/COS_210,ui_charm_210,standard,,,,0,,STORE_FLAVOR/COS_210_FLAVOR,
211,cos_211,CHARMS/COS_211,ui_charm_211,standard,,,,0,,STORE_FLAVOR/COS_211_FLAVOR,
212,cos_212,CHARMS/COS_212,ui_charm_212,standard,,,,0,,STORE_FLAVOR/COS_212_FLAVOR,
213,cos_213,CHARMS/COS_213,ui_charm_213,standard,,,,0,,STORE_FLAVOR/COS_213_FLAVOR,
214,cos_214,CHARMS/COS_214,ui_charm_214,standard,,,,0,,STORE_FLAVOR/COS_214_FLAVOR,
215,cos_215,CHARMS/COS_215,ui_charm_215,standard,,,,0,,STORE_FLAVOR/COS_215_FLAVOR,
216,cos_216,CHARMS/COS_216,ui_charm_216,standard,,,,0,,STORE_FLAVOR/COS_216_FLAVOR,
217,cos_217,CHARMS/COS_217,ui_charm_217,standard,1,,,0,,STORE_FLAVOR/COS_217_FLAVOR,
218,cos_218,CHARMS/COS_218,ui_charm_218,standard,,,,0,,STORE_FLAVOR/COS_218_FLAVOR,
219,cos_219,CHARMS/COS_219,ui_charm_219,standard,,,,0,,STORE_FLAVOR/COS_219_FLAVOR,
220,cos_220,CHARMS/COS_220,ui_charm_220,standard,,,,0,,STORE_FLAVOR/COS_220_FLAVOR,
221,cos_221,CHARMS/COS_221,ui_charm_221,standard,,,,0,,STORE_FLAVOR/COS_221_FLAVOR,
222,cos_222,CHARMS/COS_222,ui_charm_222,standard,,,,0,,STORE_FLAVOR/COS_222_FLAVOR,
223,cos_223,CHARMS/COS_223,ui_charm_223,standard,,,,0,,STORE_FLAVOR/COS_223_FLAVOR,
224,cos_224,CHARMS/COS_224,ui_charm_224,standard,,,,0,,STORE_FLAVOR/COS_224_FLAVOR,
225,cos_225,CHARMS/COS_225,ui_charm_225,standard,,,,0,,STORE_FLAVOR/COS_225_FLAVOR,
226,cos_226,CHARMS/COS_226,ui_charm_226,standard,,,,0,,STORE_FLAVOR/COS_226_FLAVOR,
227,cos_227,CHARMS/COS_227,ui_charm_227,standard,,,,0,,STORE_FLAVOR/COS_227_FLAVOR,
228,cos_228,CHARMS/COS_228,ui_charm_228,standard,,,,0,,STORE_FLAVOR/COS_228_FLAVOR,
229,cos_229,CHARMS/COS_229,ui_charm_229,standard,,,,0,,STORE_FLAVOR/COS_229_FLAVOR,
230,cos_230,CHARMS/COS_230,ui_charm_230,standard,,,,0,,STORE_FLAVOR/COS_230_FLAVOR,
231,cos_231,CHARMS/COS_231,ui_charm_231,standard,,,,0,,STORE_FLAVOR/COS_231_FLAVOR,
232,cos_232,CHARMS/COS_232,ui_charm_232,standard,,,,0,,STORE_FLAVOR/COS_232_FLAVOR,
233,cos_233,CHARMS/COS_233,ui_charm_233,standard,,,,0,,STORE_FLAVOR/COS_233_FLAVOR,
234,cos_234,CHARMS/COS_234,ui_charm_234,standard,,,,0,,STORE_FLAVOR/COS_234_FLAVOR,
235,cos_235,CHARMS/COS_235,ui_charm_235,standard,,,,0,,STORE_FLAVOR/COS_235_FLAVOR,
236,cos_236,CHARMS/COS_236,ui_charm_236,standard,,,,0,,STORE_FLAVOR/COS_236_FLAVOR,
