accessory010,iw8_acc_watch_analog_doritos,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY010,LUA_MENU/ACCESSORY010_DESC,icon_gesture_bang,0,gesture023,1,10,,loot,icon_gesture_bang,ui_loot_accessory_010,,iw8_acc_attach_face_doritos,iw8_acc_attach_face_doritos_big,iw8_acc_attach_face_doritos_female,,,,,,,STORE_FLAVOR/ACCESSORY010_FLAVOR,
accessory011,iw8_acc_watch_analog_totinos,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY011,LUA_MENU/ACCESSORY011_DESC,icon_gesture_phew,0,gesture023,1,11,,loot,icon_gesture_phew,ui_loot_accessory_011,,iw8_acc_attach_face_totinos,iw8_acc_attach_face_totinos_big,iw8_acc_attach_face_totinos_female,,,,,,,STORE_FLAVOR/ACCESSORY011_FLAVOR,
accessory012,iw8_acc_watch_digital_vac,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY012,LUA_MENU/ACCESSORY012_DESC,icon_gesture_stopit,0,gesture023,1,12,,loot,icon_gesture_stopit,ui_loot_accessory_012,,iw8_acc_attach_face_digital_vac,iw8_acc_attach_face_digital_vac_big,iw8_acc_attach_face_digital_vac_female,,,,,,,STORE_FLAVOR/ACCESSORY012_FLAVOR,
accessory013,iw8_acc_watch_analog_2,iw8_acc_weapon_watch_analog_1,iw8_acc_attach_watch_analog_1_band,LUA_MENU/ACCESSORY013,LUA_MENU/ACCESSORY013_DESC,icon_gesture_peek,0,gesture023,1,13,,loot,icon_gesture_peek,ui_loot_accessory_013,,iw8_acc_attach_face_analog_2,iw8_acc_attach_face_analog_2_big,iw8_acc_attach_face_analog_2_female,,,iw8_acc_attach_watch_analog_1_band_female,,,,STORE_FLAVOR/ACCESSORY013_FLAVOR,
accessory014,iw8_acc_watch_analog_3,iw8_acc_weapon_watch_analog_1,iw8_acc_attach_watch_analog_1_2_band,LUA_MENU/ACCESSORY014,LUA_MENU/ACCESSORY014_DESC,icon_gesture_okay,0,gesture023,1,14,,loot,icon_gesture_okay,ui_loot_accessory_014,,iw8_acc_attach_face_analog_3,iw8_acc_attach_face_analog_3_big,iw8_acc_attach_face_analog_3_female,,,iw8_acc_attach_watch_analog_1_2_band_female,,,,STORE_FLAVOR/ACCESSORY014_FLAVOR,
accessory015,iw8_acc_watch_analog_4,iw8_acc_weapon_watch_analog_1,iw8_acc_attach_watch_analog_1_band,LUA_MENU/ACCESSORY015,LUA_MENU/ACCESSORY015_DESC,icon_gesture_holdposition,0,gesture023,1,15,,loot,icon_gesture_holdposition,,,iw8_acc_attach_face_analog_4,iw8_acc_attach_face_analog_4_big,iw8_acc_attach_face_analog_4_female,,,iw8_acc_attach_watch_analog_1_band_female,,,,STORE_FLAVOR/ACCESSORY015_FLAVOR,
accessory016,iw8_acc_watch_digital_f,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY016,LUA_MENU/ACCESSORY016_DESC,icon_gesture_peace,0,gesture024|gesture023,1,16,,loot,icon_gesture_peace,ui_loot_accessory_016,,iw8_acc_attach_face_digital_f,iw8_acc_attach_face_digital_f_big,iw8_acc_attach_face_digital_f_female,,,,,,,STORE_FLAVOR/ACCESSORY016_FLAVOR,
accessory017,iw8_acc_watch_digital_g,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY017,LUA_MENU/ACCESSORY017_DESC,icon_gesture_point,1,gesture024|gesture023,1,17,,loot,icon_gesture_point,,,iw8_acc_attach_face_digital_g,iw8_acc_attach_face_digital_g_big,iw8_acc_attach_face_digital_g_female,,,,,,,STORE_FLAVOR/ACCESSORY017_FLAVOR,
accessory018,iw8_acc_watch_digital_i,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY018,LUA_MENU/ACCESSORY018_DESC,icon_gesture_moveup,0,gesture024|gesture023,0,18,,loot,icon_gesture_moveup,ui_loot_accessory_018,,iw8_acc_attach_face_digital_i,iw8_acc_attach_face_digital_i_big,iw8_acc_attach_face_digital_i_female,,,,,,,STORE_FLAVOR/ACCESSORY018_FLAVOR,
accessory019,iw8_acc_watch_analog_kyle,iw8_acc_weapon_watch_analog_1,iw8_acc_attach_watch_analog_kyle_band,LUA_MENU/ACCESSORY019,LUA_MENU/ACCESSORY019_DESC,icon_gesture_fallback,0,gesture023,1,19,,loot,icon_gesture_fallback,ui_loot_accessory_019,,iw8_acc_attach_face_analog_kyle,iw8_acc_attach_face_analog_kyle_big,iw8_acc_attach_face_analog_kyle_female,,,iw8_acc_attach_watch_analog_kyle_band_female,,,,STORE_FLAVOR/ACCESSORY019_FLAVOR,
accessory020,iw8_acc_watch_digital_a,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY020,LUA_MENU/ACCESSORY020_DESC,icon_gesture_devilhorns,0,gesture024|gesture023,1,20,,loot,icon_gesture_devilhorns,ui_loot_accessory_020,,iw8_acc_attach_face_analog_code,iw8_acc_attach_face_analog_code_big,iw8_acc_attach_face_analog_code_female,,,,,,,STORE_FLAVOR/ACCESSORY020_FLAVOR,
accessory021,iw8_acc_watch_digital_h,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY021,LUA_MENU/ACCESSORY021_DESC,icon_gesture_numberone,0,gesture024|gesture023,1,21,,loot,icon_gesture_numberone,ui_loot_accessory_021,,iw8_acc_attach_face_digital_h,iw8_acc_attach_face_digital_h_big,iw8_acc_attach_face_digital_h_female,,,,,,,STORE_FLAVOR/ACCESSORY021_FLAVOR,
accessory022,iw8_acc_watch_digital_k,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY022,LUA_MENU/ACCESSORY022_DESC,icon_gesture_numberthree,0,gesture023,1,22,,loot,icon_gesture_numberthree,ui_loot_accessory_022,,iw8_acc_attach_face_digital_k,iw8_acc_attach_face_digital_k_big,iw8_acc_attach_face_digital_k_female,,,,,,,STORE_FLAVOR/ACCESSORY022_FLAVOR,
accessory023,iw8_acc_watch_digital_b,iw8_acc_weapon_watch_pet,,LUA_MENU/ACCESSORY023,LUA_MENU/ACCESSORY023_DESC,icon_gesture_cough,0,gesture024|gesture023,1,23,,loot,icon_gesture_cough,ui_loot_accessory_023,pet_black,iw8_acc_attach_face_digital_b_1,iw8_acc_attach_face_digital_b_1_big,iw8_acc_attach_face_digital_b_1_female,,,,,,,STORE_FLAVOR/ACCESSORY023_FLAVOR,
accessory024,iw8_acc_watch_digital_c,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY024,LUA_MENU/ACCESSORY024_DESC,icon_gesture_meh,0,gesture024|gesture023,1,24,,loot,icon_gesture_meh,ui_loot_accessory_024,thermometer,iw8_acc_attach_face_digital_c_1,iw8_acc_attach_face_digital_c_1_big,iw8_acc_attach_face_digital_c_1_female,,,,,,,STORE_FLAVOR/ACCESSORY024_FLAVOR,
accessory025,iw8_acc_watch_digital_d,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY025,LUA_MENU/ACCESSORY025_DESC,icon_gesture_stayhere,0,gesture024|gesture023,1,25,,loot,icon_gesture_stayhere,ui_loot_accessory_025,,iw8_acc_attach_face_digital_d_1,iw8_acc_attach_face_digital_d_1_big,iw8_acc_attach_face_digital_d_1_female,,,,,,,STORE_FLAVOR/ACCESSORY025_FLAVOR,
accessory026,iw8_acc_watch_digital_e,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY026,LUA_MENU/ACCESSORY026_DESC,icon_gesture_mock,1,gesture024|gesture023,0,26,,loot,icon_gesture_mock,,,iw8_acc_attach_face_digital_e_1,iw8_acc_attach_face_digital_e_1_big,iw8_acc_attach_face_digital_e_1_female,,,,,,,STORE_FLAVOR/ACCESSORY026_FLAVOR,
accessory027,iw8_acc_watch_digital_vac,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY027,LUA_MENU/ACCESSORY027_DESC,icon_gesture_micdrop,0,gesture023,1,27,,loot,icon_gesture_micdrop,ui_loot_accessory_027,,iw8_acc_attach_face_digital_vac_1,iw8_acc_attach_face_digital_vac_1_big,iw8_acc_attach_face_digital_vac_1_female,,,,,,,STORE_FLAVOR/ACCESSORY027_FLAVOR,
accessory028,iw8_acc_watch_digital_f,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY028,LUA_MENU/ACCESSORY028_DESC,icon_gesture_prosper,0,gesture024|gesture023,1,28,,loot,icon_gesture_prosper,ui_loot_accessory_028,,iw8_acc_attach_face_digital_f_1,iw8_acc_attach_face_digital_f_1_big,iw8_acc_attach_face_digital_f_1_female,,,,,,,STORE_FLAVOR/ACCESSORY028_FLAVOR,
accessory029,iw8_acc_watch_digital_g,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY029,LUA_MENU/ACCESSORY029_DESC,icon_gesture_thumbsdown,0,gesture024|gesture023,1,29,,loot,icon_gesture_thumbsdown,ui_loot_accessory_029,,iw8_acc_attach_face_digital_g_1,iw8_acc_attach_face_digital_g_1_big,iw8_acc_attach_face_digital_g_1_female,,,,,,,STORE_FLAVOR/ACCESSORY029_FLAVOR,
accessory030,iw8_acc_watch_digital_i,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY030,LUA_MENU/ACCESSORY030_DESC,icon_gesture_unimpressed,0,gesture024|gesture023,0,30,,loot,icon_gesture_unimpressed,ui_loot_accessory_030,,iw8_acc_attach_face_digital_i_1,iw8_acc_attach_face_digital_i_1_big,iw8_acc_attach_face_digital_i_1_female,,,,,,,STORE_FLAVOR/ACCESSORY030_FLAVOR,
accessory031,iw8_acc_watch_analog_kyle,iw8_acc_weapon_watch_analog_1,iw8_acc_attach_watch_analog_kyle_band_1,LUA_MENU/ACCESSORY031,LUA_MENU/ACCESSORY031_DESC,icon_gesture_placeholder,0,gesture023,1,31,,loot,icon_gesture_placeholder,ui_loot_accessory_031,,iw8_acc_attach_face_analog_kyle_1,iw8_acc_attach_face_analog_kyle_1_big,iw8_acc_attach_face_analog_kyle_1_female,,,iw8_acc_attach_watch_analog_kyle_band_1_female,,,,STORE_FLAVOR/ACCESSORY031_FLAVOR,
accessory032,iw8_acc_watch_digital_h,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY032,LUA_MENU/ACCESSORY032_DESC,icon_gesture_placeholder,1,gesture024|gesture023,1,32,,loot,icon_gesture_placeholder,,,iw8_acc_attach_face_digital_h_1,iw8_acc_attach_face_digital_h_1_big,iw8_acc_attach_face_digital_h_1_female,,,,,,,STORE_FLAVOR/ACCESSORY032_FLAVOR,
accessory033,iw8_acc_watch_digital_k,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY033,LUA_MENU/ACCESSORY033_DESC,icon_gesture_wolverinesmoveup,0,gesture023,1,33,,loot,icon_gesture_wolverinesmoveup,ui_loot_accessory_033,,iw8_acc_attach_face_digital_k_1,iw8_acc_attach_face_digital_k_1_big,iw8_acc_attach_face_digital_k_1_female,,,,,,,STORE_FLAVOR/ACCESSORY033_FLAVOR,
accessory034,iw8_acc_watch_digital_j,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY034,LUA_MENU/ACCESSORY034_DESC,icon_gesture_filthylucre,0,gesture024|gesture023,1,34,,loot,icon_gesture_filthylucre,ui_loot_accessory_034,,iw8_acc_attach_face_digital_j_1,iw8_acc_attach_face_digital_j_1_big,iw8_acc_attach_face_digital_j_1_female,,,,,,,STORE_FLAVOR/ACCESSORY034_FLAVOR,
accessory035,iw8_acc_watch_digital_c_white,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY035,LUA_MENU/ACCESSORY035_DESC,icon_gesture_onme,0,gesture024|gesture023,1,35,,loot,icon_gesture_praise,ui_loot_accessory_035,thermometer,iw8_acc_attach_face_digital_c_white,iw8_acc_attach_face_digital_c_white_big,iw8_acc_attach_face_digital_c_white_female,,,,,,,STORE_FLAVOR/ACCESSORY035_FLAVOR,
accessory036,iw8_acc_watch_codl_atlanta,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY036,LUA_MENU/ACCESSORY036_DESC,icon_gesture_victory,0,gesture023,1,36,,loot,icon_gesture_victory,ui_loot_accessory_faze,,iw8_acc_attach_face_codl_atlanta,iw8_acc_attach_face_codl_atlanta_big,iw8_acc_attach_face_codl_atlanta_female,,,,,,,STORE_FLAVOR/ACCESSORY036_FLAVOR,
accessory037,iw8_acc_watch_codl_chicago,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY037,LUA_MENU/ACCESSORY037_DESC,icon_gesture_what,0,gesture023,1,37,,loot,icon_gesture_what,ui_loot_accessory_huntsman,,iw8_acc_attach_face_codl_chicago,iw8_acc_attach_face_codl_chicago_big,iw8_acc_attach_face_codl_chicago_female,,,,,,,STORE_FLAVOR/ACCESSORY037_FLAVOR,
accessory038,iw8_acc_watch_codl_dallas,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY038,LUA_MENU/ACCESSORY038_DESC,icon_gesture_boom,0,gesture023,1,38,,loot,icon_gesture_boom,ui_loot_accessory_empire,,iw8_acc_attach_face_codl_dallas,iw8_acc_attach_face_codl_dallas_big,iw8_acc_attach_face_codl_dallas_female,,,,,,,STORE_FLAVOR/ACCESSORY038_FLAVOR,
accessory039,iw8_acc_watch_codl_florida,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY039,LUA_MENU/ACCESSORY039_DESC,icon_gesture_bequiet,0,gesture023,1,39,,loot,icon_gesture_bequiet,ui_loot_accessory_mutineers,,iw8_acc_attach_face_codl_florida,iw8_acc_attach_face_codl_florida_big,iw8_acc_attach_face_codl_florida_female,,,,,,,STORE_FLAVOR/ACCESSORY039_FLAVOR,
accessory040,iw8_acc_watch_codl_losangeles_guerilla,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY040,LUA_MENU/ACCESSORY040_DESC,icon_gesture_flick,0,gesture023,1,40,,loot,icon_gesture_flick,ui_loot_accessory_guerillas,,iw8_acc_attach_face_codl_laguerilla,iw8_acc_attach_face_codl_laguerilla_big,iw8_acc_attach_face_codl_laguerilla_female,,,,,,,STORE_FLAVOR/ACCESSORY040_FLAVOR,
accessory041,iw8_acc_watch_codl_iw,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY041,LUA_MENU/ACCESSORY041_DESC,icon_gesture_placeholder,1,gesture023,1,41,,loot,icon_gesture_placeholder,,,iw8_acc_attach_face_codl_iw,iw8_acc_attach_face_codl_iw_big,iw8_acc_attach_face_codl_iw_female,,,,,,,STORE_FLAVOR/ACCESSORY041_FLAVOR,
accessory042,iw8_acc_watch_codl_london,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY042,LUA_MENU/ACCESSORY042_DESC,icon_gesture_placeholder,0,gesture023,1,42,,loot,icon_gesture_placeholder,ui_loot_accessory_royal,,iw8_acc_attach_face_codl_london,iw8_acc_attach_face_codl_london_big,iw8_acc_attach_face_codl_london_female,,,,,,,STORE_FLAVOR/ACCESSORY042_FLAVOR,
accessory043,iw8_acc_watch_codl_minnesota,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY043,LUA_MENU/ACCESSORY043_DESC,icon_gesture_rockpaperscissors,0,gesture023,1,43,,loot,icon_gesture_rockpaperscissors,ui_loot_accessory_rokkr,,iw8_acc_attach_face_codl_minnesota,iw8_acc_attach_face_codl_minnesota_big,iw8_acc_attach_face_codl_minnesota_female,,,,,,,STORE_FLAVOR/ACCESSORY043_FLAVOR,
accessory044,iw8_acc_watch_codl_newyork,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY044,LUA_MENU/ACCESSORY044_DESC,icon_gesture_fingerscrossed,0,gesture023,1,44,,loot,icon_gesture_fingerscrossed,ui_loot_accessory_subliners,,iw8_acc_attach_face_codl_ny,iw8_acc_attach_face_codl_ny_big,iw8_acc_attach_face_codl_ny_female,,,,,,,STORE_FLAVOR/ACCESSORY044_FLAVOR,
accessory045,iw8_acc_watch_codl_losangeles_optic,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY045,LUA_MENU/ACCESSORY045_DESC,icon_gesture_loser,0,gesture023,1,45,,loot,icon_gesture_loser,ui_loot_accessory_optic,,iw8_acc_attach_face_codl_laoptic,iw8_acc_attach_face_codl_laoptic_big,iw8_acc_attach_face_codl_laoptic_female,,,,,,,STORE_FLAVOR/ACCESSORY045_FLAVOR,
accessory046,iw8_acc_watch_codl_paris,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY046,LUA_MENU/ACCESSORY046_DESC,icon_gesture_love_you,0,gesture023,1,46,,loot,icon_gesture_love_you,ui_loot_accessory_legions,,iw8_acc_attach_face_codl_paris,iw8_acc_attach_face_codl_paris_big,iw8_acc_attach_face_codl_paris_female,,,,,,,STORE_FLAVOR/ACCESSORY046_FLAVOR,
accessory047,iw8_acc_watch_codl_seattle,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY047,LUA_MENU/ACCESSORY047_DESC,icon_gesture_facepalm,0,gesture023,1,47,,loot,icon_gesture_facepalm,ui_loot_accessory_surge,,iw8_acc_attach_face_codl_seattle,iw8_acc_attach_face_codl_seattle_big,iw8_acc_attach_face_codl_seattle_female,,,,,,,STORE_FLAVOR/ACCESSORY047_FLAVOR,
accessory048,iw8_acc_watch_codl_toronto,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY048,LUA_MENU/ACCESSORY048_DESC,icon_gesture_hangloose,0,gesture023,1,48,,loot,icon_gesture_hangloose,ui_loot_accessory_ultra,,iw8_acc_attach_face_codl_toronto,iw8_acc_attach_face_codl_toronto_big,iw8_acc_attach_face_codl_toronto_female,,,,,,,STORE_FLAVOR/ACCESSORY048_FLAVOR,
accessory049,iw8_acc_watch_digital_n,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY049,LUA_MENU/ACCESSORY049_DESC,icon_gesture_jackal,1,gesture023,1,49,,loot,icon_gesture_jackal,,,iw8_acc_attach_face_digital_n,iw8_acc_attach_face_digital_n_big,iw8_acc_attach_face_digital_n_female,,,,,,,STORE_FLAVOR/ACCESSORY049_FLAVOR,
accessory050,iw8_acc_watch_digital_l,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY050,LUA_MENU/ACCESSORY050_DESC,icon_gesture_coin,0,gesture023,1,50,,loot,icon_gesture_coin,ui_loot_accessory_050,,iw8_acc_attach_face_digital_l,iw8_acc_attach_face_digital_l_big,iw8_acc_attach_face_digital_l_female,,,,,,,STORE_FLAVOR/ACCESSORY050_FLAVOR,
accessory051,iw8_acc_watch_digital_m,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY051,LUA_MENU/ACCESSORY051_DESC,icon_gesture_c8,1,gesture023,1,51,,loot,icon_gesture_c8,,,iw8_acc_attach_face_digital_m,iw8_acc_attach_face_digital_m_big,iw8_acc_attach_face_digital_m_female,,,,,,,STORE_FLAVOR/ACCESSORY051_FLAVOR,
accessory052,iw8_acc_watch_digital_o,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY052,LUA_MENU/ACCESSORY052_DESC,icon_gesture_placeholder,1,gesture023,1,52,,loot,icon_gesture_placeholder,,,iw8_acc_attach_face_digital_o,iw8_acc_attach_face_digital_o_big,iw8_acc_attach_face_digital_o_female,,,,,,,STORE_FLAVOR/ACCESSORY052_FLAVOR,
accessory053,iw8_acc_watch_digital_q,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY053,LUA_MENU/ACCESSORY053_DESC,icon_gesture_lighter,0,gesture023,1,53,,loot,icon_gesture_lighter,ui_loot_accessory_053,,iw8_acc_attach_face_digital_q,iw8_acc_attach_face_digital_q_big,iw8_acc_attach_face_digital_q_female,,,,,,,STORE_FLAVOR/ACCESSORY053_FLAVOR,
accessory054,iw8_acc_watch_digital_q,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY054,LUA_MENU/ACCESSORY054_DESC,icon_gesture_surrender,0,gesture023,1,54,,loot,icon_gesture_surrender,ui_loot_accessory_054,,iw8_acc_attach_face_digital_q_b,iw8_acc_attach_face_digital_q_b_big,iw8_acc_attach_face_digital_q_b_female,,,,,,,STORE_FLAVOR/ACCESSORY054_FLAVOR,
accessory055,iw8_acc_watch_digital_q,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY055,LUA_MENU/ACCESSORY055_DESC,icon_gesture_teabag,0,gesture023,1,55,,loot,icon_gesture_teabag,ui_loot_accessory_055,,iw8_acc_attach_face_digital_q_c,iw8_acc_attach_face_digital_q_c_big,iw8_acc_attach_face_digital_q_c_female,,,,,,,STORE_FLAVOR/ACCESSORY055_FLAVOR,
accessory056,iw8_acc_watch_digital_q,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY056,LUA_MENU/ACCESSORY056_DESC,icon_gesture_makerain,0,gesture023,1,56,,loot,icon_gesture_makerain,ui_loot_accessory_056,,iw8_acc_attach_face_digital_q_d,iw8_acc_attach_face_digital_q_d_big,iw8_acc_attach_face_digital_q_d_female,,,,,,,STORE_FLAVOR/ACCESSORY056_FLAVOR,
accessory057,iw8_acc_watch_digital_r,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY057,LUA_MENU/ACCESSORY057_DESC,icon_gesture_spider,0,gesture023,1,57,,loot,icon_gesture_spider,ui_loot_accessory_057,,iw8_acc_attach_face_digital_r,iw8_acc_attach_face_digital_r_big,iw8_acc_attach_face_digital_r_female,,,,,,,STORE_FLAVOR/ACCESSORY057_FLAVOR,
accessory058,iw8_acc_watch_digital_r,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY058,LUA_MENU/ACCESSORY058_DESC,icon_gesture_basketball,0,gesture023,1,58,,loot,icon_gesture_basketball,ui_loot_accessory_058,,iw8_acc_attach_face_digital_r_b,iw8_acc_attach_face_digital_r_b_big,iw8_acc_attach_face_digital_r_b_female,,,,,,,STORE_FLAVOR/ACCESSORY058_FLAVOR,
accessory059,iw8_acc_watch_digital_r,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY059,LUA_MENU/ACCESSORY059_DESC,icon_gesture_fingerscrossed,0,gesture023,1,59,,loot,icon_gesture_fingerscrossed,ui_loot_accessory_059,,iw8_acc_attach_face_digital_r_c,iw8_acc_attach_face_digital_r_c_big,iw8_acc_attach_face_digital_r_c_female,,,,,,,STORE_FLAVOR/ACCESSORY059_FLAVOR,
accessory060,iw8_acc_watch_digital_r,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY060,LUA_MENU/ACCESSORY060_DESC,icon_gesture_loser,0,gesture023,1,60,,loot,icon_gesture_loser,ui_loot_accessory_060,,iw8_acc_attach_face_digital_r_d,iw8_acc_attach_face_digital_r_d_big,iw8_acc_attach_face_digital_r_d_female,,,,,,,STORE_FLAVOR/ACCESSORY060_FLAVOR,
accessory061,iw8_acc_watch_digital_s,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY061,LUA_MENU/ACCESSORY061_DESC,icon_gesture_love_you,0,gesture023,1,61,,loot,icon_gesture_love_you,ui_loot_accessory_061,,iw8_acc_attach_face_digital_s,iw8_acc_attach_face_digital_s_big,iw8_acc_attach_face_digital_s_female,,,,,,,STORE_FLAVOR/ACCESSORY061_FLAVOR,
