0,iw8_ar_t9longburst_variant_0,iw8_ar_t9longburst,,,,,,,,,,,,,,,WEAPON_TANGO/AR_T9LONGBURST,ui_loot_weapon_ar_t9longburst,,,,
13,iw8_ar_t9longburst_variant_13,iw8_ar_t9longburst,iw8_ar_t9longburst_mpa,rec|2 front|2 back|2 mag|2,,barlong|3,linearbrake|2,gripvert|2,,xmagslrg|6,,stockl|6,,,,,WEAPON_VICTOR/AR_T9LONGBURST_V14,ui_loot_weapon_ar_t9longburst_v13,,,,
14,iw8_ar_t9longburst_variant_14,iw8_ar_t9longburst,iw8_ar_t9longburst_mpa,rec|3 front|3 back|3 mag|3,silencer|1,barshort|3,laserrange|0,gripcust2|6,acog2|1,,,,,,,,WEAPON_VICTOR/AR_T9LONGBURST_V15,ui_loot_weapon_ar_t9longburst_v14,,,,
15,iw8_ar_t9longburst_variant_15,iw8_ar_t9longburst,iw8_ar_t9longburst_mpa,rec|4 front|4 back|4 mag|4,,barcust3|1,,,,fastmags|1,pistolgrip04|0,,,,,,WEAPON_VICTOR/AR_T9LONGBURST_V16,ui_loot_weapon_ar_t9longburst_v15,,,,
16,iw8_ar_t9longburst_variant_16_sy,iw8_ar_t9longburst,iw8_ar_t9longburst_mpa,rec|5 front|5 back|5 mag|5,,barshort|4,,gripangpro|2,,smags|1,pistolgrip01|1,,,,,,WEAPON_VICTOR/AR_T9LONGBURST_V17,ui_loot_weapon_ar_t9longburst_v16,,,,
17,iw8_ar_t9longburst_variant_17,iw8_ar_t9longburst,iw8_ar_t9longburst_mpdmb,rec|6 front|6 back|6 mag|6,silencer4|0,barlong|4,,,reflex|2,fastmags|2,,stockfold|3,,,,,WEAPON_VICTOR/AR_T9LONGBURST_V18,ui_loot_weapon_ar_t9longburst_v17,,,standardDis,
18,iw8_ar_t9longburst_variant_18,iw8_ar_t9longburst,iw8_ar_t9longburst_mpa,rec|7 front|7 back|7 mag|7,,barcust3|2,,,,xmags|5,pistolgrip06|1,,,,,,WEAPON_VICTOR/AR_T9LONGBURST_V19,ui_loot_weapon_ar_t9longburst_v18,,,,
19,iw8_ar_t9longburst_variant_19,iw8_ar_t9longburst,iw8_ar_t9longburst_mpa,rec|8 front|8 back|8 mag|8,,barcust|1,,gripvert|3,,,,stockh|3,,,,,WEAPON_VICTOR/AR_T9LONGBURST_V20,ui_loot_weapon_ar_t9longburst_v19,,,,
20,iw8_ar_t9longburst_variant_20,iw8_ar_t9longburst,iw8_ar_t9longburst_mpa,rec|9 front|9 back|9 mag|9,,barlong|5,,gripcust2|7,acog2|2,xmags|6,,stockl|7,,,,,WEAPON_WHISKEY/AR_T9LONGBURST_V21,ui_loot_weapon_ar_t9longburst_v20,,,,
21,iw8_ar_t9longburst_variant_1_sy,iw8_ar_t9longburst,,rec|12 front|12 back|12 mag|1,,,,gripcust2|4,,xmags|3,,stockl|4,,,,,WEAPON_TANGO/AR_T9LONGBURST_V2,ui_loot_weapon_ar_t9longburst_v1,,,,
22,iw8_ar_t9longburst_variant_1_pc,iw8_ar_t9longburst,,rec|1 front|1 back|1 mag|1,,,,gripcust2|1,,xmags|1,,stockl|1,,,,,WEAPON_TANGO/AR_T9LONGBURST_V2,ui_loot_weapon_ar_t9longburst_v1,,,,
23,iw8_ar_t9longburst_variant_5_sy,iw8_ar_t9longburst,,rec|14 front|14 back|14 mag|5,silencer4|0,,,gripvertpro|0,,xmagslrg|4,pistolgrip04|3,,,,,,WEAPON_TANGO/AR_T9LONGBURST_V6,ui_loot_weapon_ar_t9longburst_v5,,,,
24,iw8_ar_t9longburst_variant_5_pc,iw8_ar_t9longburst,,rec|5 front|5 back|5 mag|5,silencer4|0,,,gripvertpro|0,,xmagslrg|2,pistolgrip04|2,,,,,,WEAPON_TANGO/AR_T9LONGBURST_V6,ui_loot_weapon_ar_t9longburst_v5,,,,
25,iw8_ar_t9longburst_variant_21,iw8_ar_t9longburst,iw8_ar_t9longburst_mpa,rec|10 front|10 back|10 mag|10,silencer4|1,barcust2|1,laserrange|1,,thermal2|1,,,stockcust|1,,,,,WEAPON_WHISKEY/AR_T9LONGBURST_V21,ui_loot_weapon_ar_t9longburst_v21,,,,
26,iw8_ar_t9longburst_variant_22,iw8_ar_t9longburst,iw8_ar_t9longburst_mpa,rec|11 front|11 back|11 mag|11,comp|0,,laser|0,,acog3|1,,,stockh|4,,,,,WEAPON_XRAY/AR_T9LONGBURST_V22,ui_loot_weapon_ar_t9longburst_v22,,,,
