0,iw8_ar_t9standard_variant_0,iw8_ar_t9standard,,,,,,,,,,,,,,,WEAPON_TANGO/AR_T9STANDARD,ui_loot_weapon_ar_t9standard,,,,
11,iw8_ar_t9standard_variant_11,iw8_ar_t9standard,,rec|11 front|11 back|11 mag|11,silencer4|0,barcust|0,,gripcust2|0,acog2|0,,pistolgrip05|0,,,,,,WEAPON_TANGO/AR_T9STANDARD_V12,ui_loot_weapon_ar_t9standard_v11,,,,
12,iw8_ar_t9standard_variant_12,iw8_ar_t9standard,,rec|14 front|14 back|14 mag|14,silencer4|1,,,gripcust|1,,xmagslrg|2,,stockno|1,,,,,WEAPON_VICTOR/AR_T9STANDARD_V13,ui_loot_weapon_ar_t9standard_v12,,,,
13,iw8_ar_t9standard_variant_13,iw8_ar_t9standard,,rec|15 front|15 back|15 mag|15,silencer|5,barcust3|2,laserbalanced|3,,,,,stocks|2,,,,,WEAPON_175/AR_T9STANDARD_V14,ui_loot_weapon_ar_t9standard_v13,,,,
14,iw8_ar_t9standard_variant_14,iw8_ar_t9standard,iw8_ar_t9standard_mpa,rec|1 front|1 back|1 mag|1,linearbrake|3,,laser|2,gripcust|4,,fastmags|2,pistolgrip04|0,,,,,,WEAPON_VICTOR/AR_T9STANDARD_V15,ui_loot_weapon_ar_t9standard_v14,,,,
15,iw8_ar_t9standard_variant_15,iw8_ar_t9standard,iw8_ar_t9standard_mpdmb,rec|2 front|2 back|2 mag|2,silencer4|2,,laserads|2,,,smags2|3,pistolgrip05|3,stockl|1,,,,,WEAPON_WHISKEY/AR_T9STANDARD_V16,ui_loot_weapon_ar_t9standard_v15,,,standardDis,
16,iw8_ar_t9standard_variant_16,iw8_ar_t9standard,iw8_ar_t9standard_mpa,rec|3 front|3 back|3 mag|3,linearbrake|0,barlong|0,laser|0,gripvertpro|0,,,,,,,,,WEAPON_VICTOR/AR_T9STANDARD_V17,ui_loot_weapon_ar_t9standard_v16,,,,
17,iw8_ar_t9standard_variant_17,iw8_ar_t9standard,iw8_ar_t9standard_mpa,rec|4 front|4 back|4 mag|4,silencer4|3,,lasermix2|0,gripvert|2,acog3|1,,,stockcust|1,,,,,WEAPON_WHISKEY/AR_T9STANDARD_V18,ui_loot_weapon_ar_t9standard_v17,,,,
18,iw8_ar_t9standard_variant_18,iw8_ar_t9standard,iw8_ar_t9standard_mpa,rec|5 front|5 back|5 mag|5,,barlong|2,lasermix|2,,,xmags|3,,stockl|2,,,,,WEAPON_XRAY/AR_T9STANDARD_V19,ui_loot_weapon_ar_t9standard,,,,
19,iw8_ar_t9standard_variant_4_sy,iw8_ar_t9standard,,rec|12 front|12 back|12 mag|12,comp|0,barcust3|0,laserbalanced|0,,,,pistolgrip06|0,,,,,,WEAPON_TANGO/AR_T9STANDARD_V5,ui_loot_weapon_ar_t9standard_v4,,,,
20,iw8_ar_t9standard_variant_4_pc,iw8_ar_t9standard,,rec|4 front|4 back|4 mag|4,comp|0,barcust3|0,laserbalanced|0,,,,pistolgrip06|0,,,,,,WEAPON_TANGO/AR_T9STANDARD_V5,ui_loot_weapon_ar_t9standard_v4,,,,
